focal_reach,stream_order,Year_2015,Year_2016,Year_2018,Year_2021
17426,6,1290.8195004147044,3381.621086332376,2088.6378029973116,1951.3667931383297
17487,6,1265.1588397152545,3018.6682490884136,1829.450517724969,2205.2677073432606
17748,6,1025.9211157682214,2286.712544374151,1452.914219356636,2045.2343683122501
17807,6,2231.274677691073,5164.12030140863,3195.3225316250396,4422.974742012946
18300,6,200.8679892922391,469.66667287153797,278.9180634355377,344.98513201685665
18307,6,3642.74966712162,8850.30090286457,8264.347119605267,4976.227896515687
18524,6,0,0,0,0
18944,6,206.43294347843522,470.49652498002115,264.7714758937859,323.7503888404102
19619,6,1945.1566686357025,4655.181994393444,4371.013293900831,2869.3419552104465
19622,6,681.5498745992601,1581.416786877021,1415.1035760489685,917.5210292321534
20036,6,467.19680910983493,1031.3006779138375,1000.2505962141429,596.1603292682967
20215,6,68.92687441429734,153.4627925494956,153.02241462694374,95.36072549760333
1814,7,3288.8781575686144,2003.474041076352,2112.890151813351,1438.2849914834042
1985,7,35942.089490294864,22053.154536529597,23860.845144277362,14688.719403880723
2101,7,18410.840736601574,9725.569237701411,12687.336304411196,7370.742244301001
10822,7,4473.381105052953,10684.511724869872,9419.014385345448,6201.444181677753
12002,7,9068.71726053663,17861.81201954752,18358.981095893378,18436.26801882243
12103,7,6969.071473231766,5630.128106347779,4483.54049850939,2718.9346373167373
12267,7,36281.578872296675,45533.99415505716,38916.736267398825,29784.899611907545
13074,7,13815.103959186019,29158.52188435493,28269.19314886945,25173.60597122295
15014,7,2319.303645313145,1204.784183850295,1608.027163518439,891.8623785332152
16892,7,11035.887783446831,27062.221047930158,23524.66821273811,15943.274224679379
16917,7,10276.037891240216,24630.78583535678,18929.89920108477,17679.544561632094
17129,7,3412.957388570989,8423.081420166953,5210.284347250554,5404.536356086493
17137,7,1366.5867816352386,3404.2114031189444,2284.3536600549505,2177.320500031736
17217,7,1322.9807863078922,3064.896028518133,1947.127611103484,2830.602896849035
17257,7,4492.790747545736,10751.910389454019,9913.536419938608,6503.338172418833
17642,7,3928.967821589013,8949.370263437653,5576.389809166728,8000.274929354868
17942,7,5661.997562261469,13967.221554773481,12290.208080168633,8635.422109557501
