year,stream_order,focal_reach,group_production,pct_of_total,n_reaches_in_group,n_reaches_with_production
2015,5,9208,2.554369974063524e-4,0.02554369974063528,13,2
2015,5,10305,0.005578778816431736,0.5578778816431744,49,20
2015,5,10344,9.249705201764699e-4,0.09249705201764713,29,8
2015,5,10395,0.0024420298125735636,0.24420298125735676,35,15
2015,5,7728,8.546883646616721e-4,0.08546883646616735,29,2
2015,5,7807,6.128858916848479e-4,0.06128858916848488,11,4
2015,5,7868,0,0,7,0
2015,5,7895,0.0010817081442141007,0.10817081442141024,19,9
2015,5,7913,0.0019441940362110693,0.19441940362110724,15,7
2015,5,8056,6.256189923164633e-4,0.06256189923164643,15,4
2015,5,8129,3.404449533075919e-4,0.03404449533075925,9,3
2015,5,8192,0.0010101430156647026,0.10101430156647041,7,2
2015,5,8463,9.207187385097905e-4,0.09207187385097919,11,3
2015,5,8534,5.036300897450256e-4,0.05036300897450263,15,3
2015,5,8577,0.0032263994019600785,0.3226399401960084,51,18
2015,5,8704,4.183401981367914e-4,0.0418340198136792,13,3
2015,5,8869,0.004507852611193769,0.45078526111937756,35,11
2015,5,8944,0.002608681693349449,0.2608681693349453,19,7
2015,5,9126,9.127519459699624e-4,0.09127519459699637,21,3
2015,5,9349,3.4255056236063067e-4,0.03425505623606312,13,2
2015,5,9600,0.002616170261564874,0.2616170261564878,55,17
2015,5,9796,4.692617398691682e-4,0.04692617398691689,15,5
2015,5,9798,0.005848516490953627,0.5848516490953636,41,14
2015,5,9871,0.006231480267912499,0.6231480267912508,55,15
2015,5,9925,2.638243764821027e-4,0.026382437648210317,17,4
2015,5,9972,5.768832879519735e-4,0.05768832879519744,9,2
2015,5,10002,0.00206984454848493,0.20698445484849332,49,14
2015,5,10083,0.0016960787955365721,0.16960787955365747,15,6
2015,5,10166,6.19697686740496e-4,0.06196976867404969,27,9
2015,5,10201,2.073312838429383e-4,0.020733128384293864,7,2
2015,5,10228,3.2660785554910755e-4,0.0326607855549108,17,3
2015,5,10234,0.0010224796781664145,0.1022479678166416,25,9
2015,5,10585,0.0068783141544234054,0.6878314154423416,37,15
2015,5,11198,0.002556606237618266,0.255660623761827,43,18
2015,5,11469,2.471637867161452e-4,0.024716378671614556,9,2
2015,5,11500,0.0018782587830109333,0.1878258783010936,19,9
2015,5,11524,0.008488043814999404,0.8488043814999418,73,45
2015,5,11639,0.0037933361388150285,0.37933361388150344,31,10
2015,5,11763,3.043055028911235e-5,0.00304305502891124,9,2
2015,5,11766,0.002849162028854201,0.2849162028854205,25,8
2015,5,11894,0.0031798260277464702,0.3179826027746475,29,9
2015,5,11990,0.0031006435422777736,0.31006435422777784,37,20
2015,5,12092,0.006155358798015009,0.6155358798015018,33,15
2015,5,12266,0.0035399191846460167,0.3539919184646022,21,14
2015,5,12430,4.2734581106989786e-4,0.04273458110698985,11,3
2015,5,12793,0,0,9,0
2015,5,12657,6.99088637153288e-6,6.990886371532892e-4,23,8
2015,5,12804,4.530600208951837e-5,0.004530600208951844,55,27
2015,5,13003,0,0,49,0
2015,5,13138,0.0019135268067605187,0.19135268067605216,29,12
2015,5,13189,0.0023763388551392988,0.23763388551393028,13,6
2015,5,13468,0,0,19,0
2015,5,13475,5.153225715340605e-6,5.153225715340612e-4,13,7
2015,5,13486,0,0,13,0
2015,5,13522,0.004969403714894189,0.49694037148941966,29,15
2015,5,13790,0.002651854666307262,0.2651854666307266,33,8
2015,5,13817,0.0013644399909423786,0.13644399909423807,25,10
2015,5,13830,9.698159786025178e-4,0.09698159786025193,9,3
2015,5,13852,6.340952440213305e-4,0.06340952440213314,13,3
2015,5,13868,3.367369300458963e-4,0.03367369300458968,35,1
2015,5,13881,0.004517715215698344,0.4517715215698351,47,23
2015,5,14020,0.005123519732285564,0.5123519732285572,27,14
2015,5,14124,0,0,35,0
2015,5,14219,0.0021630133616676967,0.21630133616677003,55,12
2015,5,14363,0.004755668105954074,0.4755668105954082,57,25
2015,5,14418,0.0013247495274780895,0.13247495274780915,27,13
2015,5,14421,0.0021181658750763755,0.2118165875076379,27,15
2015,5,14459,0.0010070188400241825,0.1007018840024184,9,4
2015,5,14626,5.318006885535316e-6,5.318006885535325e-4,25,10
2015,5,14682,0,0,17,0
2015,5,14738,4.561756903162773e-5,0.00456175690316278,7,1
2015,5,14756,0,0,37,0
2015,5,14967,2.7665134538955256e-4,0.027665134538955298,15,2
2015,5,15002,0,0,9,0
2015,5,15030,0.004439075084073396,0.4439075084073403,25,12
2015,5,15052,0.003855768443416477,0.3855768443416483,57,11
2015,5,15293,0.0013442754099693725,0.13442754099693746,29,13
2015,5,15134,2.23920959560952e-4,0.022392095956095235,13,3
2015,5,15154,0.001427830295175921,0.1427830295175923,15,8
2015,5,15178,5.577631290978489e-4,0.05577631290978498,13,5
2015,5,15219,0.001076056506037291,0.10760565060372927,25,9
2015,5,15253,0,0,7,0
2015,5,15476,0.0017554426596197096,0.17554426596197126,31,14
2015,5,15531,0.0030742884151862913,0.3074288415186296,31,9
2015,5,15563,0.001274011387409955,0.1274011387409957,29,11
2015,5,15615,8.570040794675814e-5,0.008570040794675828,15,1
2015,5,15700,8.500404579697089e-5,0.008500404579697102,9,1
2015,5,15711,0.006869234235940222,0.6869234235940233,33,17
2015,5,15743,0.004100934676739301,0.41009346767393073,23,9
2015,5,15752,0.006518035690982589,0.65180356909826,41,17
2015,5,15770,0.001030520036093826,0.10305200360938274,11,3
2015,5,15790,0,0,11,0
2015,5,15913,4.328076221925968e-4,0.04328076221925975,21,8
2015,5,15971,0.00199305426423001,0.1993054264230013,25,10
2015,5,15977,8.133655016152838e-4,0.08133655016152852,23,6
2015,5,15996,0.0017789674483175164,0.1778967448317519,21,5
2015,5,16022,0.0014636715525815367,0.14636715525815389,23,5
2015,5,16025,0.0030877699052157797,0.3087769905215784,109,33
2015,5,16060,0,0,13,0
2015,5,16091,0.0026605046090108437,0.2660504609010848,33,15
2015,5,16113,0.0015464343430443206,0.15464343430443228,15,5
2015,5,16140,0.0027279160450776347,0.2727916045077639,29,8
2015,5,16171,0,0,7,0
2015,5,16195,5.459193443111775e-4,0.05459193443111784,11,2
2015,5,16257,0.015993867842389754,1.5993867842389777,81,33
2015,5,16284,0.0011322084634450675,0.11322084634450692,11,4
2015,5,16366,3.512978105689018e-4,0.035129781056890234,9,2
2015,5,16407,2.7699922806510147e-4,0.02769992280651019,9,3
2015,5,16531,0,0,15,0
2015,5,16573,0.005237300114926417,0.5237300114926424,23,13
2015,5,16577,0,0,9,0
2015,5,16603,0.0016482747262265732,0.16482747262265757,23,9
2015,5,16626,0.001896784147006491,0.18967841470064942,21,5
2015,5,16707,0.0010928666037476698,0.10928666037476716,27,4
2015,5,16726,0,0,19,0
2015,5,16735,0.0014435284712276597,0.1443528471227662,9,5
2015,5,16783,0,0,9,0
2015,5,16798,0.0013047881204056814,0.13047881204056833,15,6
2015,5,16854,0.0038943139719573253,0.38943139719573316,21,9
2015,5,16878,0.005223999262826571,0.5223999262826579,31,12
2015,5,16885,0.009644384920656932,0.9644384920656948,47,24
2015,5,16999,2.3116344979763468e-4,0.023116344979763503,11,2
2015,5,17025,0,0,45,0
2015,5,17198,0.0014877347341124164,0.14877347341124186,17,4
2015,5,17245,0.0013687323226493876,0.13687323226493897,15,4
2015,5,17330,0.0064061034454360325,0.6406103445436042,31,16
2015,5,17345,0.0013271658897095575,0.13271658897095598,11,5
2015,5,17400,0.0022641497112490523,0.22641497112490558,27,8
2015,5,17457,0,0,25,0
2015,5,17504,0.0014737026990359959,0.14737026990359983,13,5
2015,5,17526,0.015751638603420194,1.575163860342022,61,35
2015,5,17601,0.002030881698228214,0.2030881698228217,13,6
2015,5,17616,3.747272673519193e-4,0.03747272673519199,9,1
2015,5,17793,0.00231684125610583,0.23168412561058335,23,6
2015,5,17813,0,0,35,0
2015,5,17837,0.012100430315411899,1.2100430315411919,63,30
2015,5,17844,0.0011794177737263166,0.11794177737263184,13,4
2015,5,17903,0,0,7,0
2015,5,17934,0.0013792328169997803,0.13792328169997825,17,5
2015,5,18055,0.0025625335805606604,0.2562533580560664,21,7
2015,5,18471,2.6632468003582666e-4,0.02663246800358271,11,1
2015,5,18452,0.0017938515980854153,0.1793851598085418,15,5
2015,5,18516,0.0019119308208280286,0.19119308208280317,23,8
2015,5,18559,0.001333358576312703,0.1333358576312705,15,6
2015,5,18575,0.005245214460545735,0.5245214460545743,35,15
2015,5,18782,0.0012716376843179905,0.12716376843179925,19,4
2015,5,18845,0,0,11,0
2015,5,18876,0.0044189522141783845,0.44189522141783916,31,13
2015,5,18884,0.0018663539223445341,0.1866353922344537,13,6
2015,5,18892,0.001283287004266232,0.1283287004266234,7,5
2015,5,18912,0.003971688469162803,0.39716884691628096,23,11
2015,5,18994,0.0026466810389616166,0.2646681038961621,23,7
2015,5,19045,0.0021226355740104168,0.21226355740104202,11,6
2015,5,19189,0.003600284850916651,0.3600284850916657,33,13
2015,5,19213,0.00596082885905577,0.5960828859055779,37,15
2015,5,19222,0.00730540940049102,0.7305409400491032,39,20
2015,5,19251,0,0,59,0
2015,5,19252,0,0,9,0
2015,5,19323,0.013839955739961362,1.3839955739961383,71,31
2015,5,19444,7.260791543003253e-4,0.07260791543003263,9,2
2015,5,19533,0.00576588072316824,0.5765880723168249,39,18
2015,5,19646,0.0077093283908811795,0.7709328390881192,47,18
2015,5,19780,2.0277201579021263e-4,0.020277201579021294,7,1
2015,5,19901,0.0019173149815182194,0.19173149815182225,19,6
2015,5,19966,2.967704532233071e-4,0.02967704532233076,11,1
2015,5,19982,0,0,7,0
2015,5,20166,0.0010019423347008847,0.10019423347008861,13,3
2015,5,20217,0.0012391745717617198,0.12391745717617217,13,4
2015,5,20268,0.0024126503736592213,0.24126503736592253,39,9
2015,5,20282,0.002198404134867748,0.21984041348677516,35,8
2015,5,20325,0.002379613066179372,0.23796130661793757,17,7
2015,5,20613,0.009412691379532172,0.9412691379532186,57,25
2015,5,20616,5.372422656029851e-4,0.05372422656029859,13,1
2015,5,20697,0.004113873775107831,0.4113873775107837,35,14
2015,5,20700,0.006595280395568326,0.6595280395568336,51,17
2015,5,20753,5.88917325033632e-4,0.058891732503363284,11,4
2015,5,20760,0.0025211332526991806,0.2521133252699185,23,8
2015,6,1361,0.005778946319986185,0.5778946319986193,149,35
2015,6,2026,0.0095402464924254,0.9540246492425415,127,44
2015,6,2178,9.573079625587251e-4,0.09573079625587266,87,9
2015,6,2191,0.0110390866415411,1.1039086641541118,201,58
2015,6,2244,0.0010583819465920517,0.10583819465920534,57,9
2015,6,2548,0.0011276976129048109,0.11276976129048126,43,9
2015,6,2919,0.0020994382660262166,0.209943826602622,67,13
2015,6,2978,5.436949173003365e-4,0.05436949173003374,41,4
2015,6,3008,0.0068625294735972855,0.6862529473597296,109,39
2015,6,3202,0.007384519370557629,0.7384519370557641,193,47
2015,6,3881,0.015565606959411888,1.5565606959411913,289,83
2015,6,4014,0,0,65,0
2015,6,4933,0.011107703662168818,1.1107703662168835,191,56
2015,6,5361,0.005138128901547101,0.5138128901547109,83,25
2015,6,6356,0.013258069994051378,1.32580699940514,149,33
2015,6,6665,0.0043541430887779715,0.43541430887779786,71,21
2015,6,6863,0.007154255504250497,0.7154255504250508,47,19
2015,6,7044,0.006337834511437962,0.6337834511437972,85,30
2015,6,7217,0.0025412873721699447,0.25412873721699486,37,17
2015,6,7247,3.1858524148456837e-4,0.031858524148456885,27,5
2015,6,7397,0.0052645854787233826,0.526458547872339,57,16
2015,6,8150,0.012446297263054466,1.2446297263054484,133,29
2015,6,7732,0.008628033821521072,0.8628033821521086,77,21
2015,6,7874,0.002054778713365932,0.2054778713365935,39,13
2015,6,8668,0.0027490958463726105,0.2749095846372615,75,21
2015,6,8732,0.004017381569995573,0.4017381569995579,43,13
2015,6,9269,0.005492547549134344,0.5492547549134353,49,15
2015,6,9314,0.004034028938353607,0.4034028938353613,41,11
2015,6,9989,0.007762870622981443,0.7762870622981455,69,27
2015,6,10295,0.0027798779886316046,0.2779877988631609,59,18
2015,6,10510,0.019287095536466646,1.9287095536466676,307,110
2015,6,10735,0.023394769781115876,2.339476978111591,133,54
2015,6,10832,0.018353733208678575,1.8353733208678602,117,53
2015,6,12218,0.008796106832688602,0.8796106832688616,91,40
2015,6,12441,0.007355520680285599,0.735552068028561,125,61
2015,6,12731,0.0016715029472094797,0.16715029472094822,25,5
2015,6,12847,0,0,45,0
2015,6,13326,0.005292796636922211,0.5292796636922219,69,38
2015,6,14045,0.006402680127900634,0.6402680127900643,75,35
2015,6,14438,2.2553089636532768e-4,0.022553089636532804,115,1
2015,6,14696,0.005951407900510436,0.5951407900510446,57,16
2015,6,14936,0.005059619795726151,0.5059619795726159,75,15
2015,6,14968,0.005742361484692779,0.5742361484692787,37,15
2015,6,15093,0.007697357533588253,0.7697357533588265,75,18
2015,6,15361,0.00569599584092457,0.5695995840924579,105,37
2015,6,15428,0.010490063414558123,1.049006341455814,131,49
2015,6,15448,0.001755423519876067,0.17554235198760698,41,14
2015,6,15618,0.0013155638650131564,0.13155638650131585,41,9
2015,6,16183,0.02370195414617391,2.370195414617395,145,59
2015,6,16349,0.003691047009627921,0.3691047009627927,43,10
2015,6,16468,0.02383379129704083,2.3833791297040867,109,57
2015,6,16629,0.03641562451132359,3.6415624511323643,197,87
2015,6,16632,0.003148603370303434,0.3148603370303439,89,34
2015,6,16660,0.0035697806161635167,0.35697806161635226,29,13
2015,6,16669,0.004661688671351772,0.46616886713517786,73,14
2015,6,16849,0.008784931473035192,0.8784931473035206,109,22
2015,6,16877,0.013489571323647547,1.3489571323647567,79,33
2015,6,16960,0.009492155258340861,0.9492155258340876,213,29
2015,6,17067,0.00547139987715055,0.5471399877150559,47,15
2015,6,17426,0.016461495546240563,1.6461495546240588,95,38
2015,6,17487,0.01734850789557293,1.7348507895572958,95,41
2015,6,17748,0.017383564524680845,1.7383564524680872,91,41
2015,6,17807,0.0295517131864129,2.9551713186412942,131,62
2015,6,18300,0.006560099605306528,0.6560099605306539,45,16
2015,6,18307,0.039918505403611006,3.991850540361107,209,88
2015,6,18524,0.0023893006466451584,0.23893006466451625,29,9
2015,6,18944,0.006854407534465371,0.6854407534465381,57,21
2015,6,19619,0.02846815922377139,2.8468159223771434,179,66
2015,6,19622,0.010991450841185017,1.0991450841185035,61,24
2015,6,20036,0.014715036884290603,1.4715036884290627,95,31
2015,6,20215,0.007694952846606455,0.7694952846606467,79,23
2015,7,1814,0.0141275013353451,1.4127501335345123,317,78
2015,7,1985,0.048472064533568185,4.847206453356826,679,231
2015,7,2101,0.022298619537230415,2.229861953723045,337,108
2015,7,10822,0.05054856557652918,5.054856557652926,433,119
2015,7,12002,0.1486951249048633,14.869512490486352,1305,479
2015,7,12103,0.023770867724300357,2.3770867724300393,391,135
2015,7,12267,0.21442370280276374,21.442370280276407,1713,661
2015,7,13074,0.2132842429556923,21.328424295569263,1903,637
2015,7,15014,0.009209149952531966,0.920914995253198,177,60
2015,7,16892,0.13849429196724472,13.849429196724493,1142,308
2015,7,16917,0.1478995468624675,14.789954686246773,775,317
2015,7,17129,0.043522892378682454,4.352289237868252,233,100
2015,7,17137,0.02365538489504315,2.3655384895043188,365,62
2015,7,17217,0.023165557322020264,2.31655573220203,137,58
2015,7,17257,0.050942171381697106,5.094217138169718,283,107
2015,7,17642,0.0525270595694885,5.252705956948859,257,115
2015,7,17942,0.0859286946770077,8.592869467700783,457,181
2016,5,1165,2.0374486253349797e-4,0.020374486253349828,13,2
2016,5,1360,6.74746950240414e-4,0.06747469502404149,23,6
2016,5,1471,0,0,23,0
2016,5,1512,1.6318523611655886e-4,0.01631852361165591,21,2
2016,5,1516,8.776327640174121e-4,0.08776327640174134,45,6
2016,5,1578,7.802415839195528e-5,0.0078024158391955395,13,1
2016,5,1661,0,0,13,0
2016,5,1749,1.6782633003304008e-4,0.016782633003304032,13,1
2016,5,1847,0.0032176326921177266,0.3217632692117731,63,21
2016,5,2090,3.4053354910967306e-4,0.03405335491096735,41,4
2016,5,2142,2.162250376980393e-4,0.021622503769803965,17,1
2016,5,2167,0.001039076617214369,0.10390766172143705,47,9
2016,5,2212,1.7676447403238487e-4,0.01767644740323851,23,2
2016,5,2252,0,0,17,0
2016,5,2284,0,0,13,0
2016,5,2397,0,0,9,0
2016,5,2478,7.122370145738734e-4,0.07122370145738743,35,6
2016,5,2589,2.670978551284664e-4,0.026709785512846678,19,3
2016,5,2636,7.595207632372151e-4,0.07595207632372163,27,8
2016,5,2802,0,0,9,0
2016,5,2881,0,0,13,0
2016,5,2900,4.637806038460043e-4,0.046378060384600496,21,4
2016,5,3054,3.6769527125648e-4,0.03676952712564805,27,3
2016,5,2983,8.724313631686706e-5,0.008724313631686718,17,1
2016,5,3085,1.6056163916637525e-4,0.01605616391663755,19,4
2016,5,3086,4.4412589806912e-5,0.004441258980691206,17,1
2016,5,3099,0,0,9,0
2016,5,3154,0.0018205815371140318,0.18205815371140344,57,14
2016,5,3288,0,0,11,0
2016,5,3326,5.248873757968729e-4,0.05248873757968737,17,4
2016,5,3376,0,0,7,0
2016,5,3394,4.2807943845078874e-4,0.04280794384507893,25,5
2016,5,3690,0.0018186459520281105,0.1818645952028113,53,12
2016,5,3707,7.625905082996063e-4,0.07625905082996075,21,7
2016,5,3716,0.001469824287991004,0.14698242879910062,37,11
2016,5,3781,0,0,17,0
2016,5,3928,1.4936608632457245e-6,1.4936608632457266e-4,13,1
2016,5,3954,0,0,31,0
2016,5,4128,3.5175156978052666e-4,0.035175156978052714,17,2
2016,5,4196,8.016564828238463e-4,0.08016564828238475,21,8
2016,5,4224,0.00028941180213888764,0.028941180213888806,17,4
2016,5,4298,0.003501347193099765,0.350134719309977,65,21
2016,5,4324,0,0,11,0
2016,5,4536,0,0,7,0
2016,5,4657,8.449286926110777e-5,0.008449286926110789,13,1
2016,5,4721,0.0010541937110652704,0.10541937110652719,25,8
2016,5,4774,0.0021198357373612337,0.21198357373612367,61,13
2016,5,4864,1.626620563883474e-4,0.016266205638834765,7,1
2016,5,5025,0.003139438424600836,0.313943842460084,47,14
2016,5,5079,0.003652478574433189,0.36524785744331945,73,22
2016,5,5134,0,0,11,0
2016,5,5202,0.007489381671981598,0.7489381671981609,123,35
2016,5,5277,3.7901912409201897e-4,0.03790191240920195,15,6
2016,5,5285,0,0,11,0
2016,5,5440,1.65072529194409e-4,0.016507252919440923,15,3
2016,5,5542,0,0,17,0
2016,5,5570,0,0,7,0
2016,5,5745,0.0014621757068682263,0.14621757068682284,17,3
2016,5,5696,0.0033202126639823217,0.33202126639823265,53,16
2016,5,5810,0.0014472390438389849,0.1447239043838987,17,5
2016,5,5890,0,0,21,0
2016,5,5897,9.0726985146949e-5,0.009072698514694914,15,2
2016,5,5938,7.425121929802763e-4,0.07425121929802773,23,8
2016,5,5957,2.2905228910861282e-4,0.022905228910861317,13,3
2016,5,6142,0.0017097298961740676,0.170972989617407,13,4
2016,5,6097,0,0,7,0
2016,5,6135,7.707358430702535e-4,0.07707358430702546,15,5
2016,5,6164,7.583883410589871e-4,0.07583883410589881,13,2
2016,5,6191,0.003981737170183109,0.3981737170183115,23,11
2016,5,6192,8.363925736981089e-4,0.08363925736981101,37,6
2016,5,6221,0.003587264925054107,0.3587264925054112,25,12
2016,5,6265,0.00396085836612963,0.39608583661296365,23,11
2016,5,6296,0.0011905274610715057,0.11905274610715073,31,8
2016,5,6326,0,0,7,0
2016,5,6352,0.0012098243452476087,0.12098243452476104,15,4
2016,5,6417,6.34038283543857e-5,0.006340382835438579,11,1
2016,5,6431,0.0029286843289258995,0.2928684328925904,41,15
2016,5,6497,5.05230122607646e-4,0.05052301226076467,7,2
2016,5,6535,0.0027391128123864885,0.2739112812386492,21,6
2016,5,6581,0.0016104763461209648,0.16104763461209673,43,13
2016,5,6618,0.0016237401292254006,0.1623740129225403,27,5
2016,5,6787,3.460935284261328e-4,0.03460935284261333,17,1
2016,5,6875,0.0015801773404494363,0.15801773404494387,27,12
2016,5,7119,0.0015022216376317334,0.15022216376317357,41,5
2016,5,7172,1.563505356752715e-4,0.015635053567527174,15,3
2016,5,7268,0.002309150060625891,0.23091500606258944,17,4
2016,5,7296,0.003933303493426268,0.3933303493426274,37,14
2016,5,7329,8.3321208101701e-7,8.332120810170112e-5,11,1
2016,5,7341,0.0015316376123365553,0.15316376123365574,15,6
2016,5,7343,6.092650507656009e-4,0.06092650507656018,13,4
2016,5,7357,0,0,17,0
2016,5,7494,0.0019708658274571666,0.19708658274571697,21,7
2016,5,7502,0.002498954253309398,0.24989542533094014,53,18
2016,5,7696,0.0010244766599316545,0.1024476659931656,25,7
2016,5,9208,2.0715523703754778e-4,0.020715523703754807,13,2
2016,5,10305,0.004726337383048337,0.47263373830483435,49,20
2016,5,10344,8.990157091208522e-4,0.08990157091208535,29,8
2016,5,10395,0.0025151830973805345,0.2515183097380538,35,15
2016,5,7728,8.379213560902731e-4,0.08379213560902743,29,2
2016,5,7807,6.350442687605196e-4,0.06350442687605204,11,4
2016,5,7868,0,0,7,0
2016,5,7895,0.0010914988817612493,0.10914988817612509,19,9
2016,5,7913,0.0018519802006229076,0.18519802006229102,15,7
2016,5,8056,5.880171292900649e-4,0.05880171292900658,15,4
2016,5,8129,3.4650038040014527e-4,0.034650038040014576,9,3
2016,5,8192,0.0010511427762719737,0.10511427762719752,7,2
2016,5,8463,8.806103199222605e-4,0.08806103199222619,11,3
2016,5,8534,4.391822705007717e-4,0.04391822705007724,15,3
2016,5,8577,0.0032485609176659204,0.3248560917665925,51,18
2016,5,8704,2.9624229036821943e-4,0.029624229036821985,13,3
2016,5,8869,0.0043327802958729855,0.43327802958729916,35,11
2016,5,8944,0.002574596383483,0.2574596383483004,19,7
2016,5,9126,9.954203064346553e-4,0.09954203064346569,21,3
2016,5,9349,3.4213481661973246e-4,0.03421348166197329,13,2
2016,5,9600,0.0027030344224900356,0.27030344224900393,55,17
2016,5,9796,4.3600415787402324e-4,0.04360041578740239,15,5
2016,5,9798,0.005890362197668541,0.5890362197668549,41,14
2016,5,9871,0.006488005627486854,0.6488005627486864,55,15
2016,5,9925,2.0647244101954155e-4,0.020647244101954183,17,4
2016,5,9972,5.326148716575705e-4,0.053261487165757126,9,2
2016,5,10002,0.0020251136985839644,0.20251136985839674,49,14
2016,5,10083,0.001617367742680401,0.16173677426804034,15,6
2016,5,10166,0.00036007697994152596,0.03600769799415265,27,9
