COMID,Longitude,Latitude,Outlet_COMID
81032160,-150.0841667,60.77583333,81029506
81032161,-156.3666667,60.7525,81030776
81032163,-159.16,60.74,81030776
81032164,-141.785,60.71833333,81030789
81032165,-143.4108333,60.7525,81030789
81032166,-156.3075,60.75166667,81030776
81032167,-159.5666667,60.73,81030776
81032168,-164.2375,60.74333333,81029117
81032169,-133.7375,60.75083333,81020021
81032170,-140.305,60.7375,81030789
81032171,-161.8141667,60.71833333,81030776
81032172,-140.2066667,60.725,81030789
81032173,-140.4125,60.7475,81030789
81032175,-162.2308333,60.73833333,81030776
81032176,-163.0466667,60.76416667,81029117
81032177,-133.2316667,60.76333333,81020021
81032178,-135.4891667,60.74083333,81020021
81032179,-136.2708333,60.74,81020021
81032180,-133.5558333,60.74333333,81020021
81032181,-135.8683333,60.7775,81020021
81032183,-154.0508333,60.74666667,81035777
81032184,-157.2575,60.72,81035777
81032185,-159.6966667,60.7425,81030776
81032187,-144.2458333,60.72,81030789
81032189,-156.5566667,60.745,81030776
81032190,-159.495,60.75916667,81030776
81032191,-141.5233333,60.74,81030789
81032193,-158.4091667,60.725,81030776
81032194,-161.5,60.75833333,81030776
81032195,-150.6575,60.7375,81030941
81032196,-153.3758333,60.72666667,81035794
81032197,-134.975,60.74333333,81020021
81032199,-150.0025,60.79083333,81029506
81032200,-156.6008333,60.74583333,81030776
81032201,-157.8233333,60.72833333,81030776
81032202,-140.4675,60.76,81030789
81032203,-143.695,60.7525,81030789
81032204,-153.465,60.7425,81035794
81032205,-156.115,60.74583333,81030776
81032207,-143.6725,60.7525,81030789
81032208,-153.465,60.74333333,81035794
81032209,-158.7883333,60.77,81030776
81032210,-162.495,60.76166667,81030776
81032211,-162.7308333,60.775,81030776
81032212,-134.1191667,60.71083333,81020021
81032214,-158.1683333,60.72583333,81030776
81032215,-162.055,60.71083333,81030776
81032216,-140.8541667,60.74583333,81030789
81032217,-131.6725,60.745,81020021
81032218,-131.94,60.72333333,81020021
81032220,-154.9908333,60.74416667,81035777
81032221,-160.5975,60.7525,81030776
81032223,-162.7691667,60.7075,81032472
81032224,-164.42,60.73,81029117
81032225,-140.635,60.775,81030789
81032226,-156.5466667,60.75583333,81030776
81032227,-132.78,60.695,81020021
81032229,-142.9783333,60.76,81030789
81032230,-135.4875,60.75,81020021
81032231,-132.91,60.76916667,81020021
81032232,-143.3441667,60.76416667,81030789
81032234,-150.3091667,60.74916667,81029506
81032235,-158.0275,60.76,81030776
81032236,-162.1391667,60.735,81030776
81032239,-163.7991667,60.775,81029117
81032240,-131.6916667,60.7575,81020021
81032241,-134.64,60.76583333,81020021
81032242,-152.3066667,60.765,81030920
81032243,-153.2291667,60.73583333,81035794
81032244,-153.89,60.78666667,81035777
81032245,-154.6491667,60.7525,81035777
81032246,-134.455,60.7575,81020021
81032247,-162.5541667,60.77,81030776
81032248,-153.6358333,60.73166667,81035777
81032249,-163.6633333,60.76416667,81029117
81032251,-135.9016667,60.785,81020021
81032252,-144.4908333,60.7775,81030789
81032253,-160.9066667,60.77833333,81030776
81032254,-144.6725,60.77916667,81030789
81032255,-163.265,60.78833333,81029117
81032256,-132.4383333,60.79916667,81020021
81032257,-144.23,60.79583333,81030789
81032258,-139.225,60.76083333,81020021
81032259,-163.5525,60.76916667,81029117
81032261,-135.0375,60.7775,81020021
81032262,-150.71,60.77083333,81030941
81032265,-149.26,60.745,81029564
81032266,-155.7583333,60.81083333,81030776
81032267,-142.1033333,60.75833333,81030789
81032268,-161.6708333,60.74,81030776
81032269,-159.7066667,60.765,81030776
81032270,-159.8958333,60.80416667,81030776
81032271,-144.0616667,60.77583333,81030789
81032273,-156.8258333,60.78333333,81030776
81032275,-155.2316667,60.75666667,81035777
81032276,-156.3441667,60.78333333,81030776
81032277,-133.6008333,60.77583333,81020021
81032278,-156.1658333,60.78166667,81030776
81032280,-161.29,60.77416667,81030776
81032282,-140.7091667,60.78916667,81030789
81032283,-133.1833333,60.77916667,81020021
81032284,-144.45,60.7975,81030789
81032285,-152.4808333,60.78916667,81030920
81032286,-157.1175,60.79,81030776
81032287,-157.4433333,60.795,81030776
81032288,-141.6933333,60.7975,81030789
81032289,-138.9941667,60.78416667,81020021
81032290,-159.5058333,60.7875,81030776
81032292,-141.4758333,60.79333333,81030789
81032293,-140.29,60.78916667,81030789
81032294,-150.5908333,60.7825,81030941
81032295,-144.7516667,60.80333333,81030789
81032296,-149.3741667,60.78416667,81029564
81032297,-157.8,60.81,81030776
81032298,-139.3775,60.75916667,81020021
81032299,-154.8841667,60.80333333,81035777
81032301,-152.3925,60.80083333,81030920
81032302,-136.3566667,60.77666667,81020021
81032303,-162.7616667,60.81,81030776
81032305,-161.0716667,60.79666667,81030776
81032306,-156.6925,60.79,81030776
81032307,-132.8833333,60.80333333,81020021
81032309,-141.3008333,60.81666667,81030789
81032310,-157.4333333,60.80333333,81030776
81032312,-161.7616667,60.80083333,81030776
81032313,-162.5541667,60.7975,81030776
81032314,-141.2908333,60.81833333,81030789
81032315,-142.9591667,60.79,81030789
81032316,-141.6975,60.80833333,81030789
81032317,-152.2725,60.805,81030920
81032318,-134.47,60.815,81020021
81032319,-132.1925,60.78083333,81020021
81032320,-154.4225,60.8175,81035777
81032321,-141.5125,60.82166667,81030789
81032322,-159.5941667,60.79916667,81030776
81032323,-134.5158333,60.81583333,81020021
81032325,-138.8791667,60.80583333,81020021
81032327,-154.375,60.82166667,81035777
81032328,-144.3083333,60.8225,81030789
81032330,-142.4966667,60.79333333,81030789
81032331,-152.8591667,60.79833333,81035794
81032334,-134.4891667,60.82,81020021
81032335,-158.5583333,60.8175,81030776
81032337,-162.3183333,60.82833333,81030776
81032338,-135.9933333,60.7975,81020021
81032340,-142.7883333,60.10083333,81032340
81032341,-142.7133333,60.13416667,81032340
81032342,-142.8408333,60.1625,81032340
81032343,-142.9858333,60.22083333,81032340
81032344,-143.0316667,60.28416667,81032340
81032345,-142.8958333,60.375,81032340
81032346,-142.6308333,60.37916667,81032340
81032347,-142.6183333,60.39916667,81032340
81032358,-141.0383333,60,81033900
81032359,-156.4216667,60.005,81035777
81032360,-133.1891667,60.4025,81020021
81032361,-133.1566667,60.38166667,81020021
81032362,-133.1158333,60.35,81020021
81032363,-133.0908333,60.3425,81020021
81032364,-133.0358333,60.3,81020021
81032365,-132.9766667,60.26333333,81020021
81032366,-132.9591667,60.24583333,81020021
81032367,-156.37,60.10166667,81035777
81032368,-132.9175,60.21583333,81020021
81032369,-132.85,60.18583333,81020021
81032370,-156.3083333,60.25333333,81035777
81032371,-132.7633333,60.1625,81020021
81032372,-156.2416667,60.3075,81035777
81032373,-156.2241667,60.31916667,81035777
81032374,-134.2608333,60.38,81020021
81032375,-134.2591667,60.34,81020021
81032376,-156.1725,60.3275,81035777
81032377,-132.65,60.18083333,81020021
81032378,-132.575,60.22666667,81020021
81032379,-134.2625,60.28666667,81020021
81032380,-132.5658333,60.25916667,81020021
81032381,-134.2966667,60.22416667,81020021
81032382,-134.3141667,60.1825,81020021
81032383,-134.2925,60.14916667,81020021
81032384,-134.2683333,60.125,81020021
81032385,-132.5383333,60.3375,81020021
81032386,-156.0141667,60.375,81035777
81032387,-155.8675,60.3925,81035777
81032388,-132.6133333,60.37416667,81020021
81032389,-134.2291667,60.08083333,81020021
81032390,-134.1883333,59.99833333,81020021
81032391,-155.7983333,60.415,81035777
81032392,-132.6391667,60.41583333,81020021
81032393,-134.3958333,60.1525,81020021
81032394,-134.5783333,60.13666667,81020021
81032395,-134.7066667,60.16416667,81020021
81032396,-134.75,60.2275,81020021
81032397,-162.2691667,60.30416667,81032397
81032398,-134.81,60.31083333,81020021
81032399,-162.145,60.34,81032397
81032400,-134.8483333,60.35083333,81020021
81032401,-162.1166667,60.37666667,81032397
81032402,-163.8591667,60.00916667,81033934
81032403,-134.8658333,60.39416667,81020021
81032404,-162.1883333,60.41666667,81032397
81032405,-132.6725,60.11833333,81020021
81032406,-132.6075,60.09416667,81020021
81032407,-132.5908333,60.08416667,81020021
81032408,-132.4241667,60.005,81020021
81032409,-135.02,60.37083333,81020021
81032410,-135.0508333,60.38416667,81020021
81032411,-135.1441667,60.4275,81020021
81032412,-164.3683333,60.17333333,81032412
81032413,-164.2666667,60.16166667,81032412
81032414,-164.2066667,60.18583333,81032412
81032415,-164.1425,60.205,81032412
81032416,-143.4775,60.05333333,81032416
81032417,-164.0833333,60.24416667,81032412
81032418,-163.9975,60.27083333,81032412
81032419,-143.5258333,60.11166667,81032416
81032420,-143.5866667,60.14416667,81032416
81032421,-143.6083333,60.17916667,81032416
81032423,-163.8483333,60.31,81032412
81032424,-163.7275,60.35083333,81032412
81032429,-163.6675,60.36,81032412
81032430,-163.6,60.3525,81032412
81032433,-143.5158333,60.29833333,81032416
81032434,-163.5875,60.38833333,81032412
81032437,-143.2866667,60.425,81032416
81032438,-163.5458333,60.405,81032412
81032442,-157.3591667,60.00916667,81035777
81032444,-157.3391667,60.04916667,81035777
81032446,-157.32,60.1,81035777
81032447,-157.3133333,60.12166667,81035777
81032448,-157.295,60.12916667,81035777
81032449,-157.2658333,60.15666667,81035777
81032450,-157.235,60.19833333,81035777
81032451,-157.2566667,60.24166667,81035777
81032459,-157.3033333,60.3025,81035777
81032461,-157.2883333,60.3475,81035777
81032464,-157.2908333,60.3775,81035777
81032466,-157.2716667,60.38916667,81035777
81032469,-163.9608333,60.00166667,81033934
81032472,-162.5233333,60.45083333,81032472
81032473,-157.1816667,60.4075,81035777
81032475,-162.0091667,60.37916667,81032397
81032477,-162.0866667,60.25,81032477
81032478,-161.9041667,60.2375,81032477
81032479,-161.8733333,60.23416667,81032477
81032480,-154.7283333,60.05416667,81035794
81032481,-154.6533333,60.07,81035794
81032482,-161.7758333,60.19333333,81032477
81032483,-154.5291667,60.1225,81035794
81032484,-136.2958333,60.38583333,81020021
81032485,-161.6733333,60.13833333,81032477
81032486,-154.4458333,60.15916667,81035794
81032487,-136.3516667,60.35416667,81020021
81032488,-154.415,60.18083333,81035794
81032489,-136.3658333,60.32916667,81020021
81032490,-154.3791667,60.205,81035794
81032491,-161.61,60.13083333,81032477
81032492,-136.3366667,60.30666667,81020021
81032493,-161.5791667,60.12666667,81032477
81032494,-154.3216667,60.22666667,81035794
81032495,-161.55,60.11666667,81032477
81032496,-136.2591667,60.28083333,81020021
81032497,-154.2575,60.2625,81035794
81032498,-135.8408333,60.30916667,81020021
81032499,-154.1775,60.275,81035794
81032500,-136.11,60.24916667,81020021
81032501,-135.83,60.27333333,81020021
81032502,-154.0825,60.30166667,81035794
81032503,-154.025,60.3225,81035794
81032504,-132.4566667,60.28833333,81020021
81032505,-161.4383333,60.09083333,81032477
81032506,-136.0666667,60.15,81020021
81032507,-135.795,60.21083333,81020021
81032508,-161.3183333,60.05583333,81032477
81032509,-132.3191667,60.3,81020021
81032511,-161.2833333,60.05583333,81032477
81032512,-132.2758333,60.33166667,81020021
81032513,-136.15,60.09,81020021
81032514,-153.9483333,60.35583333,81035794
81032515,-135.705,60.135,81020021
81032516,-153.8416667,60.37916667,81035794
81032517,-132.2591667,60.37,81020021
81032518,-132.2175,60.3925,81020021
81032519,-132.2091667,60.4075,81020021
81032520,-161.1116667,59.955,81032477
81032521,-135.6466667,60.03083333,81020021
81032522,-136.1258333,60.01083333,81020021
81032523,-153.6425,60.50416667,81035794
81032524,-132.2533333,60.47333333,81020021
81032527,-136.3133333,60.43,81020021
81032528,-161.4591667,60.14,81032477
81032529,-154.445,60.19583333,81035794
81032530,-161.295,60.165,81032477
81032531,-154.5841667,60.18333333,81035794
81032532,-132.5133333,60.1,81020021
81032533,-154.6966667,60.19916667,81035794
81032534,-132.38,60.08666667,81020021
81032535,-154.74,60.19916667,81035794
81032536,-161.0825,60.15333333,81032477
81032537,-132.3141667,60.045,81020021
81032538,-154.8241667,60.19333333,81035794
81032539,-160.8791667,60.15583333,81032477
81032540,-141.4241667,60.07833333,81032540
81032541,-132.1866667,60.015,81020021
81032542,-132.09,60.0125,81020021
81032543,-154.885,60.215,81035794
81032544,-141.4758333,60.105,81032540
81032545,-160.7558333,60.165,81032477
81032546,-154.9541667,60.25083333,81035794
81032547,-141.5308333,60.14,81032540
81032548,-133.825,60.01833333,81020021
81032549,-155.0283333,60.25583333,81035794
81032550,-160.6216667,60.19166667,81032477
81032551,-155.0908333,60.26583333,81035794
81032552,-133.8316667,60.04,81020021
81032553,-158.6133333,60.04416667,81035777
81032554,-132.0041667,60.0975,81020021
81032555,-133.8608333,60.08,81020021
81032556,-131.9216667,60.1775,81020021
81032557,-141.6008333,60.24333333,81032540
81032558,-141.71,60.28583333,81032540
81032559,-160.4991667,60.19916667,81032477
81032560,-131.885,60.20833333,81020021
81032561,-155.1075,60.3075,81035794
81032562,-131.8558333,60.23583333,81020021
81032563,-158.7308333,60.05333333,81035777
81032564,-131.8441667,60.2625,81020021
81032565,-133.7933333,60.09333333,81020021
81032566,-131.8391667,60.2825,81020021
81032567,-158.8458333,60.0575,81035777
81032568,-141.8033333,60.3175,81032540
81032569,-141.8908333,60.315,81032540
81032570,-160.3475,60.17666667,81032477
81032571,-131.8108333,60.30916667,81020021
81032572,-158.9125,60.0525,81035777
81032573,-160.2483333,60.14083333,81032477
81032574,-154.9725,60.355,81035794
81032575,-145.5166667,60.41,81032575
81032576,-154.8633333,60.37083333,81035794
81032577,-133.6441667,60.0525,81020021
81032578,-141.955,60.33333333,81032540
81032579,-145.4575,60.41333333,81032575
81032580,-154.8316667,60.3725,81035794
81032581,-153.7841667,60.38416667,81035794
81032582,-131.72,60.335,81020021
81032583,-161.8708333,60.39083333,81032397
81032584,-149.4491667,60.40083333,81030912
81032585,-151.6708333,60.03166667,81032585
81032586,-149.3791667,60.39916667,81030912
81032587,-161.8066667,60.395,81032397
81032588,-151.6391667,60.01,81032585
81032589,-151.56,59.97916667,81032585
81032590,-133.4966667,60.00666667,81020021
81032591,-160.2108333,60.06083333,81032477
81032592,-159.1425,60.00083333,81035777
81032593,-161.7866667,60.43583333,81032397
81032594,-153.7041667,60.40833333,81035794
81032595,-154.7341667,60.41916667,81035794
81032596,-131.6566667,60.38916667,81020021
81032597,-142.1116667,60.41916667,81032540
81032598,-149.2583333,60.39833333,81030912
81032599,-145.3858333,60.41083333,81032575
81032600,-160.9783333,60.30666667,81030776
81032601,-151.2925,60.3725,81032601
81032602,-160.8533333,60.32833333,81030776
81032603,-151.2858333,60.33416667,81032601
81032604,-160.7808333,60.315,81030776
81032605,-160.705,60.32166667,81030776
81032606,-160.68,60.33083333,81030776
81032607,-160.6391667,60.33,81030776
81032608,-151.21,60.2825,81032601
81032610,-154.9425,60.17416667,81035794
81032611,-151.0966667,60.25166667,81032601
81032612,-162.1358333,60.1225,81032612
81032613,-158.36,60.07166667,81035777
81032614,-154.9591667,60.1525,81035794
81032615,-162.0725,60.145,81032612
81032616,-151.0275,60.27,81032601
81032617,-158.3483333,60.11333333,81035777
81032618,-158.3766667,60.1225,81035777
81032619,-154.9858333,60.12333333,81035794
81032621,-150.9666667,60.2525,81032601
81032622,-150.9233333,60.23083333,81032601
81032623,-160.4783333,60.31166667,81030776
81032624,-155.0425,60.10666667,81035794
81032626,-157.3116667,60.25,81035777
81032627,-150.9041667,60.21083333,81032601
81032630,-149.3675,60.38333333,81030912
81032632,-149.3691667,60.35916667,81030912
81032633,-144.2591667,60.1775,81032633
81032634,-150.8566667,60.19416667,81032601
81032635,-161.9883333,60.13333333,81032612
81032636,-150.815,60.1825,81032601
81032637,-160.3075,60.26583333,81030776
81032638,-155.1133333,60.11,81035794
81032639,-158.4083333,60.165,81035777
81032640,-160.2566667,60.24833333,81030776
81032642,-144.1958333,60.22333333,81032633
81032644,-144.1733333,60.25666667,81032633
81032645,-150.7708333,60.15916667,81032601
81032646,-149.3475,60.315,81030912
81032648,-161.9208333,60.07666667,81032612
81032649,-150.7241667,60.1175,81032601
81032651,-158.4625,60.22666667,81035777
81032652,-154.3083333,60.03333333,81035794
81032653,-154.2641667,60.03166667,81035794
81032655,-155.2125,60.10583333,81035794
81032656,-155.2666667,60.09583333,81035794
81032658,-134.7958333,60.145,81020021
81032659,-132.9016667,60.19166667,81020021
81032660,-144.1858333,60.2675,81032633
81032661,-134.8583333,60.10166667,81020021
81032662,-158.5416667,60.24166667,81035777
81032663,-161.85,60.0575,81032612
81032664,-144.1925,60.27833333,81032633
81032665,-155.305,60.0975,81035794
81032666,-155.3408333,60.09833333,81035794
81032667,-152.6408333,60.295,81032667
81032668,-134.9033333,60.08583333,81020021
81032669,-157.4941667,60.23833333,81035777
81032671,-150.66,60.0525,81032601
81032672,-158.62,60.245,81035777
81032675,-157.6716667,60.275,81035777
81032677,-160.1633333,60.17833333,81030776
81032678,-132.9133333,60.1375,81020021
81032679,-144.0808333,60.29583333,81032633
81032680,-158.6741667,60.25333333,81035777
81032681,-164.2208333,60.24083333,81032412
81032682,-150.9808333,60.20833333,81032601
81032683,-143.985,60.33,81032633
81032684,-134.9833333,60.06916667,81020021
81032685,-135.0325,60.06416667,81020021
81032686,-161.74,60.06083333,81032612
81032687,-156.2475,60.31666667,81035777
81032688,-163.7258333,60.36,81032412
81032689,-154.145,60.04916667,81035794
81032691,-154.2391667,60.29083333,81035794
81032692,-164.3491667,60.28666667,81032412
81032693,-132.8866667,60.06666667,81020021
81032695,-155.4125,60.07583333,81035794
81032696,-144.0966667,60.32416667,81032633
81032697,-135.8083333,60.29916667,81020021
81032699,-134.5041667,60.12166667,81020021
81032700,-155.06,60.09916667,81035794
81032701,-156.2275,60.34833333,81035777
81032702,-160.025,60.10583333,81030776
81032703,-143.5758333,60.30666667,81032416
81032704,-164.3708333,60.3175,81032412
81032705,-159.8491667,60.3525,81030776
81032706,-164.3616667,60.34166667,81032412
81032707,-160.81,60.02083333,81032477
81032708,-135.9525,60.17916667,81020021
81032709,-157.7525,60.3025,81035777
81032710,-150.5666667,60.03416667,81032601
81032711,-135.7583333,60.32333333,81020021
81032712,-154.28,60.33416667,81035794
81032713,-152.7525,60.36666667,81032667
81032716,-134.5458333,60.07916667,81020021
81032718,-155.5125,60.0475,81035794
81032719,-157.8116667,60.34166667,81035777
81032720,-131.8625,60.3325,81020021
81032721,-161.22,60.05333333,81032477
81032722,-133.0433333,60.335,81020021
81032723,-155.09,60.07583333,81035794
81032724,-135.1066667,60.05916667,81020021
81032725,-161.67,60.03166667,81032612
81032726,-161.91,60.03666667,81032612
81032727,-163.7658333,60.375,81032412
81032728,-135.9133333,60.05666667,81020021
81032729,-135.7291667,60.35,81020021
81032730,-136.2333333,60.04916667,81020021
81032731,-159.9825,60.05166667,81030776
81032732,-131.0933333,60.01916667,81020021
81032733,-161.1575,60.04916667,81032477
81032735,-135.1766667,60.0325,81020021
81032736,-161.1491667,60.04583333,81032477
81032737,-136.2716667,60.02333333,81020021
81032738,-154.87,60.37666667,81035794
81032739,-134.8633333,60.06833333,81020021
81032740,-154.2566667,60.37583333,81035794
81032743,-163.315,60.03333333,81033934
81032745,-132.9183333,60.03833333,81020021
81032746,-157.2916667,60.38666667,81035777
81032747,-143.5366667,60.3775,81032416
81032748,-163.8241667,60.3825,81032412
81032749,-135.8958333,60.02583333,81020021
81032751,-150.4566667,60.035,81032601
81032752,-152.8908333,60.36416667,81032667
81032754,-157.8058333,60.36833333,81035777
81032755,-163.2991667,60.01833333,81033934
81032756,-160.7266667,60.02416667,81032477
81032758,-132.98,60.37583333,81020021
81032759,-153.9325,60.035,81035794
81032760,-135.7091667,60.3925,81020021
81032761,-163.3883333,60.415,81032412
81032762,-134.9241667,59.94166667,81020021
81032763,-161.3441667,59.99416667,81032477
81032765,-136.3125,60.01333333,81020021
81032766,-135.2233333,60.00833333,81020021
81032767,-150.4383333,60.0025,81032601
81032768,-130.9616667,60.005,81020021
81032769,-163.3466667,59.99666667,81033934
81032770,-154.17,59.98666667,81035794
81032771,-161.4666667,60.01666667,81032477
81032772,-161.4958333,59.99333333,81032612
81032773,-161.5566667,59.96833333,81032612
81032774,-132.0933333,59.99916667,81020021
81032775,-135.8341667,59.98833333,81020021
81032776,-150.2333333,59.985,81032601
81032777,-161.8383333,59.98083333,81032612
81032779,-161.6358333,59.97833333,81032612
81032780,-135.0183333,59.9875,81020021
81032781,-135.8991667,59.9775,81020021
81032782,-150.5316667,59.98083333,81032601
81032783,-136.2283333,60,81020021
81032784,-161.1325,60.00416667,81032477
81032785,-132.26,59.9975,81020021
81032786,-132.9908333,60.00166667,81020021
81032788,-135.1616667,60.005,81020021
81032789,-160.6658333,59.9975,81032477
81032790,-163.2808333,60.00083333,81033934
81032791,-134.6125,60.01916667,81020021
81032792,-155.53,60.02416667,81035794
81032793,-159.9366667,60.01583333,81030776
81032794,-155.0991667,60.02916667,81035794
81032795,-153.8516667,60.00416667,81035794
81032796,-150.9691667,60.07,81032601
81032798,-154.1541667,60.445,81035794
81032799,-157.305,60.42166667,81035777
81032800,-159.9158333,60.44416667,81030776
81032801,-149.3775,60.4175,81030912
81032802,-145.36,60.42,81032575
81032803,-143.94,60.42333333,81032633
81032805,-143.5875,60.42166667,81032416
81032806,-163.3733333,60.4175,81032412
81032809,-163.6633333,60.39333333,81032412
81032810,-156.1583333,60.38666667,81035777
81032811,-156.2108333,60.4375,81035777
81032812,-158.7175,60.3725,81035777
81032813,-159.5833333,60.41916667,81030776
81032815,-133.9416667,60.4425,81020021
81032816,-164.3,60.39333333,81032412
81032817,-144.0725,60.43,81032633
81032819,-135.685,60.42416667,81020021
81032821,-153.0466667,60.42666667,81032667
81032822,-133.1558333,60.43166667,81020021
81032824,-163.8016667,60.42666667,81032412
81032826,-157.7875,60.4375,81035777
81032827,-132.9758333,60.4425,81020021
81032828,-154.805,60.415,81035794
81032830,-132.1833333,60.42833333,81020021
81032831,-143.8658333,60.38,81032633
81032833,-143.605,60.41166667,81032416
81032834,-163.8625,60.42083333,81032412
81032837,-157.2858333,60.415,81035777
81032838,-143.3725,60.4075,81032416
81032840,-156.2825,60.39,81035777
81032842,-131.9433333,60.38916667,81020021
81032843,-149.1291667,60.31166667,81030912
81032844,-163.5833333,60.41833333,81032412
81032845,-144.2208333,60.34416667,81032633
81032848,-154.2616667,60.40416667,81035794
81032851,-158.6325,60.06083333,81035777
81032852,-161.7958333,60.36833333,81032397
81032853,-161.7416667,60.34666667,81032397
81032854,-143.435,60.08666667,81032416
81032855,-158.6858333,60.145,81035777
81032856,-143.3708333,60.1025,81032416
81032857,-158.8633333,60.20333333,81035777
81032858,-143.3041667,60.1175,81032416
81032859,-134.9058333,60.14083333,81020021
81032860,-158.9808333,60.22,81035777
81032861,-143.2275,60.13833333,81032416
81032862,-157.8183333,60.32583333,81035777
81032864,-141.07,60.04833333,81033900
81032865,-134.9475,60.20583333,81020021
81032866,-154.3216667,60.18916667,81035794
81032868,-159.0783333,60.21916667,81035777
81032869,-157.8575,60.30583333,81035777
81032871,-131.7383333,60.0125,81020021
81032872,-162.6116667,60.2475,81032872
81032873,-159.1383333,60.21666667,81035777
81032874,-143.1708333,60.19666667,81032416
81032875,-157.9108333,60.29833333,81035777
81032877,-154.2275,60.18,81035794
81032878,-133.8841667,60.10416667,81020021
81032879,-162.6691667,60.255,81032872
81032881,-155.6383333,60.06666667,81035794
81032882,-140.92,60.10416667,81033900
81032883,-160.2091667,60.27333333,81030776
81032884,-162.7016667,60.25416667,81032872
81032885,-140.9258333,60.16416667,81033900
81032886,-159.1816667,60.20666667,81035777
81032887,-159.2225,60.2,81035777
81032888,-161.7541667,60.38833333,81032397
81032889,-160.1241667,60.30416667,81030776
81032890,-133.885,60.14583333,81020021
81032891,-155.7833333,60.06583333,81035794
81032892,-135.025,60.2825,81020021
81032894,-163.6933333,60.30583333,81032412
81032895,-141.37,60.13333333,81032895
81032896,-131.7341667,60.06833333,81020021
81032898,-133.9066667,60.2025,81020021
81032899,-141.3666667,60.15833333,81032895
81032900,-133.9141667,60.2275,81020021
81032901,-149.4158333,60.13833333,81032901
81032902,-131.7066667,60.12083333,81020021
81032904,-156.2216667,60.03166667,81035777
81032905,-155.8116667,60.07916667,81035794
81032906,-160.0583333,60.30833333,81030776
81032907,-135.1475,60.22916667,81020021
81032909,-133.8258333,60.10916667,81020021
81032910,-142.6025,60.1275,81032340
81032911,-149.4441667,60.155,81032901
81032913,-159.9566667,60.06,81030776
81032914,-144.165,60.19333333,81032633
81032915,-163.2183333,60.05416667,81033934
81032916,-133.9591667,60.26,81020021
81032917,-159.32,60.19333333,81035777
81032920,-162.7725,60.28083333,81032872
81032922,-153.9516667,60.28583333,81035794
81032923,-158.0558333,60.32,81035777
81032924,-134.0141667,60.29,81020021
81032925,-163.7133333,60.26333333,81032412
81032927,-156.1975,60.03166667,81035777
81032928,-140.8275,60.17916667,81033900
81032929,-158.1883333,60.30666667,81035777
81032930,-135.22,60.2325,81020021
81032931,-161.63,60.36833333,81032397
81032932,-156.1858333,60.04583333,81035777
81032936,-159.965,60.30083333,81030776
81032937,-130.99,60.05416667,81020021
81032938,-150.0625,60.36333333,81030912
81032939,-141.565,60.15666667,81032540
81032940,-150.67,60.11,81032601
81032941,-155.775,60.11083333,81035794
81032942,-157.1708333,60.18666667,81035777
81032943,-135.2783333,60.21416667,81020021
81032945,-153.0966667,60.27416667,81032945
81032948,-150.0333333,60.295,81030912
81032950,-131.6366667,60.15666667,81020021
81032951,-133.5291667,60.3825,81020021
81032954,-149.5241667,60.1725,81032901
81032955,-163.7283333,60.03833333,81033934
81032956,-135.3033333,60.19583333,81020021
81032957,-155.725,60.135,81035794
81032958,-156.4308333,60.00416667,81035777
81032959,-149.5883333,60.19166667,81032901
81032960,-163.6208333,60.27166667,81032412
81032961,-134.2791667,60.31666667,81020021
81032962,-154.0058333,60.175,81035794
81032963,-157.3391667,60.08583333,81035777
81032964,-158.31,60.045,81035777
81032965,-159.8783333,60.2925,81030776
81032967,-155.7008333,60.14083333,81035794
81032968,-153.2008333,60.22416667,81032945
81032969,-132.2341667,60.3175,81020021
81032971,-141.465,60.22333333,81032895
81032972,-141.5791667,60.15,81032540
81032973,-141.3525,60.17833333,81032895
81032974,-156.7358333,60.095,81035777
81032975,-153.8483333,60.13083333,81035794
81032976,-135.2666667,60.34666667,81020021
81032977,-135.3308333,60.18333333,81020021
81032978,-163.6,60.24916667,81032412
81032979,-159.8483333,60.27833333,81030776
81032980,-161.8775,60.24833333,81032477
81032981,-163.175,60.14666667,81033934
81032982,-143.6733333,60.11333333,81032416
81032984,-141.5616667,60.2875,81032895
81032988,-131.5333333,60.1725,81020021
81032989,-163.6508333,60.06833333,81033934
81032990,-161.1858333,60.185,81032477
81032991,-142.5033333,60.265,81032340
81032992,-133.4891667,60.33333333,81020021
81032994,-158.7758333,60.3075,81035777
81032995,-153.2358333,60.2075,81032945
81032997,-159.6083333,60.36083333,81030776
81033000,-155.3583333,60.10166667,81035794
81033002,-157.0733333,60.21833333,81035777
81033005,-150.5708333,60.12166667,81032601
81033007,-140.655,60.2175,81033900
81033008,-163.5616667,60.25,81032412
81033011,-141.6316667,60.18083333,81032540
81033012,-141.3758333,60.22583333,81032895
81033015,-142.8708333,60.22916667,81032340
81033017,-131.5975,60.33666667,81020021
81033019,-135.5025,60.3125,81020021
81033021,-156.1758333,60.04,81035777
81033022,-149.6208333,60.2125,81032901
81033024,-156.7191667,60.3675,81035777
81033025,-155.3808333,60.115,81035794
81033026,-133.8341667,60.21833333,81020021
81033027,-159.4958333,60.15333333,81035777
81033028,-164.2408333,60.35333333,81032412
81033030,-156.7966667,60.1375,81035777
81033036,-149.9825,60.27166667,81030912
81033037,-155.4375,60.41,81035777
81033039,-136.3225,60.24083333,81020021
81033041,-155.6933333,60.165,81035794
81033042,-156.4425,60.0525,81035777
