basin,year,slope_class,distance_class,fish,annual_fish,percent_fish,average_percent,difference_pp
Kuskokwim,2022,1-2.5,600-800,6723.92125678848,126432.31161273703,5.318198466056599,6.776429307212793,-1.458230841156194
Kuskokwim,2022,1-2.5,800+,3402.8114726302188,126432.31161273703,2.691409679396713,4.128708062599962,-1.4372983832032493
Kuskokwim,2022,2.5-7,<200,7248.729091493419,126432.31161273703,5.733288428433012,3.037126097483086,2.696162330949926
Kuskokwim,2022,2.5-7,200-400,4772.659266056533,126432.31161273703,3.7748730567192497,3.4185363040021937,0.356336752717056
Kuskokwim,2022,2.5-7,400-600,18067.187712277657,126432.31161273703,14.290008212155106,16.68218303297689,-2.3921748208217846
Kuskokwim,2022,2.5-7,600-800,6121.4942460145685,126432.31161273703,4.841716621273796,4.42007567330624,0.421640947967556
Kuskokwim,2022,2.5-7,800+,1463.9277700951309,126432.31161273703,1.1578747168517736,1.2332201416794997,-0.0753454248277261
Kuskokwim,2022,7-20,<200,4413.556060558601,126432.31161273703,3.4908450255005623,2.127028530129709,1.3638164953708531
Kuskokwim,2022,7-20,200-400,11920.545749512254,126432.31161273703,9.428401329894973,8.919042803801828,0.5093585260931448
Kuskokwim,2022,7-20,400-600,11293.838850256048,126432.31161273703,8.932715621659398,8.763455023006584,0.16926059865281395
Kuskokwim,2022,7-20,600-800,7275.517758980358,126432.31161273703,5.75447657815932,4.718192149464812,1.0362844286945077
Kuskokwim,2022,7-20,800+,2242.1450734439422,126432.31161273703,1.7733956176579662,2.1822975673191185,-0.40890194966115234
Kuskokwim,2022,20+,<200,2459.35424308706,126432.31161273703,1.9451943982643278,1.373748265152164,0.5714461331121639
Kuskokwim,2022,20+,200-400,4886.940867420562,126432.31161273703,3.8652626097585663,3.161288419024822,0.7039741907337445
Kuskokwim,2022,20+,400-600,1446.7325225847253,126432.31161273703,1.1442743584536175,1.2809345432329835,-0.13666018477936603
Kuskokwim,2022,20+,600-800,1899.745243173726,126432.31161273703,1.5025789048235216,1.3182691928706063,0.18430971195291534
Kuskokwim,2022,20+,800+,1154.065994344059,126432.31161273703,0.9127935569816761,1.1802256077026902,-0.26743205072101417
