"basin","stream_order","reachid","absolute_cv","basin_cv","cv_ratio_to_basin","anomaly_pct"
"Kuskokwim",3,15773,0.177945287356124,0.244254784482295,0.728523241554036,-27.1476758445964
"Kuskokwim",3,15819,0.394954871766184,0.244254784482295,1.61697905980963,61.6979059809628
"Kuskokwim",3,15828,0.331509197317443,0.244254784482295,1.35722703659659,35.7227036596588
"Kuskokwim",3,15853,0.356468436646027,0.244254784482295,1.45941229933969,45.9412299339692
"Kuskokwim",3,15902,0.221610578974431,0.244254784482295,0.907292683924866,-9.27073160751345
"Kuskokwim",3,15941,0.296503521466712,0.244254784482295,1.21391080258739,21.3910802587387
"Kuskokwim",3,16036,1.5200244470809,0.244254784482295,6.22311022608066,522.311022608066
"Kuskokwim",3,16037,0.267961887380635,0.244254784482295,1.09705890899369,9.70589089936873
"Kuskokwim",3,16045,0.529009366139316,0.244254784482295,2.16580963709909,116.580963709909
"Kuskokwim",3,16083,0.43941018666797,0.244254784482295,1.79898292514234,79.8982925142339
"Kuskokwim",3,16094,0.165270714924306,0.244254784482295,0.676632456860986,-32.3367543139014
"Kuskokwim",3,16103,0.269874200794501,0.244254784482295,1.10488808383634,10.488808383634
"Kuskokwim",3,16159,0.321914079031084,0.244254784482295,1.31794380082826,31.7943800828264
"Kuskokwim",3,16179,0.225160843565686,0.244254784482295,0.921827771123998,-7.81722288760022
"Kuskokwim",3,16197,0.263470014763286,0.244254784482295,1.0786687979182,7.86687979182012
"Kuskokwim",3,16205,0.331458238910737,0.244254784482295,1.35701840851663,35.7018408516634
"Kuskokwim",3,16239,1.72639340530854,0.244254784482295,7.06800240972836,606.800240972836
"Kuskokwim",3,16266,0.285709752494092,0.244254784482295,1.1697201882848,16.9720188284797
"Kuskokwim",3,16279,1.62315375127817,0.244254784482295,6.64533042707224,564.533042707224
"Kuskokwim",3,16285,0.392756374385131,0.244254784482295,1.60797822330314,60.7978223303139
"Kuskokwim",3,16303,0.304664440200086,0.244254784482295,1.24732230259412,24.7322302594119
"Kuskokwim",3,16455,0.587967498797175,0.244254784482295,2.40718928001099,140.718928001099
"Kuskokwim",3,16491,1.03191460287201,0.244254784482295,4.22474673345367,322.474673345367
"Kuskokwim",3,16496,0.320209752381974,0.244254784482295,1.3109661416077,31.0966141607699
"Kuskokwim",3,16526,0.30938101454744,0.244254784482295,1.26663236179051,26.6632361790508
