year_2015,year_2016,year_2017,sd,mean,cv,mean_cv
4.36124608360102e-5,6.08693188198489e-5,6.11872644497032e-5,1.0056291222892908e-5,4.3931333832113805e-5,0.22890930790591563,NA
4.01234639691294e-5,5.40477572279692e-5,5.78798447497193e-5,9.343981092641281e-6,4.0348761759864796e-5,0.23158036789956232,NA
4.12864629247563e-5,5.66714347633076e-5,5.89823179830473e-5,9.61925868568133e-6,4.163986858919813e-5,0.231010783933566,NA
8.25729258495126e-5,7.50371775106757e-5,7.16607601663191e-5,5.586636689562889e-6,5.871437505401757e-5,0.09514938521312968,NA
3.48899686688081e-5,2.83357173816538e-5,4.85088222664314e-5,1.0290655501804366e-5,3.0506290954674415e-5,0.3373289632978981,NA
5.34979519588391e-5,6.50672028763902e-5,6.83533404663352e-5,7.803085231303853e-6,4.868039513321709e-5,0.1602921506686665,NA
4.07049634469428e-5,5.19488151996986e-5,5.78798447497193e-5,8.723319910118608e-6,3.9814235826619824e-5,0.21910052344358172,NA
3.14009718019273e-5,3.56820144806011e-5,4.46501659497834e-5,6.76136343201093e-6,2.9623628916080683e-5,0.2282422403806388,NA
0,0,0,0,0,NA,NA
5.05904545697718e-5,6.34929963551872e-5,6.72508672330072e-5,8.73848316517282e-6,4.751820033078476e-5,0.18389760353595666,NA
0,0,0,0,0,NA,NA
8.48989237607665e-5,7.39877064965404e-5,5.84310813663833e-5,1.3301691174692098e-5,5.765485069959557e-5,0.23071243812596334,NA
4.47754597916371e-5,6.19187898339842e-5,6.22897376830312e-5,1.0006508692717032e-5,4.474762400034238e-5,0.22362100594749945,NA
9.01324190610877e-5,8.44824166378937e-5,7.05582869329911e-5,1.0074311920169634e-5,6.381185863803553e-5,0.1578752309553442,NA
4.82644566585179e-5,5.87703767915782e-5,6.17385010663672e-5,7.079712709066759e-6,4.3963261806382514e-5,0.16103702087088856,NA
7.5594932115751e-5,7.9235061567217e-5,6.83533404663352e-5,5.539299687350602e-6,5.7180658459163453e-05,0.09687366037078059,NA
3.95419644913159e-5,5.40477572279692e-5,5.62261348997273e-5,9.069407316325109e-6,3.9721315983834375e-5,0.22832595274577863,NA
3.19824712797408e-5,3.62067499876687e-5,4.46501659497834e-5,6.449887492106253e-6,2.982231867732479e-5,0.216277197017896,NA
8.08284274160722e-5,7.55619130177434e-5,7.00070503163271e-5,5.411328793594022e-6,5.795217988593418e-5,0.09337575919050851,NA
4.88459561363314e-5,6.19187898339842e-5,6.39434475330232e-5,8.194840512561821e-6,4.572575850397515e-5,0.17921715857046758,NA
3.54714681466216e-5,2.78109818745861e-5,4.85088222664314e-5,1.0464672707540585e-5,3.0563986248794924e-5,0.3423857288233529,NA
4.36124608360102e-5,6.08693188198489e-5,6.17385010663672e-5,1.022340419237937e-5,4.411092122865142e-5,0.23176582822620695,NA
6.04759456926008e-5,6.13940543269165e-5,6.44946841496872e-5,2.1058287184512932e-6,4.711762822191395e-5,0.04469301189213706,NA
8.72249216720203e-5,8.13340035954877e-5,6.28409742996952e-5,1.2723154337504633e-5,6.1030763476176956e-5,0.20847116458687348,NA
3.77974660578755e-5,4.8275666650225e-5,5.62261348997273e-5,9.243181886508717e-6,3.788561237358413e-5,0.24397604545396123,NA
8.19914263716991e-5,7.50371775106757e-5,7.16607601663191e-5,5.267580651989711e-6,5.84892361751709e-5,0.09006068460551783,NA
2.79119749350465e-5,2.67615108604508e-5,3.52791434664956e-5,4.621486142091573e-6,2.364352885102112e-5,0.19546515967272712,NA
5.05904545697718e-5,6.34929963551872e-5,6.61483939996792e-5,8.322421527410473e-6,4.713856661301217e-5,0.17655228245979684,NA
8.14099268938857e-5,7.50371775106757e-5,7.16607601663191e-5,4.950730260381923e-6,5.8264648707815604e-5,0.08496970925215298,NA
1.8607983290031e-5,1.78410072403005e-5,3.85865631664795e-5,1.1762298505725216e-5,2.1699463050634054e-5,0.542054818512273,NA
3.54714681466216e-5,4.40777825936837e-5,5.56748982830633e-5,1.0138543040896334e-5,3.634067301606623e-5,0.27898611113817506,NA
3.02379728463004e-5,3.25336014381951e-5,3.85865631664795e-5,4.312911171706575e-6,2.6417762155670394e-5,0.16325800596932236,NA
7.5594932115751e-5,7.87103260601494e-5,7.33144700163111e-5,2.7086727765211988e-6,5.758210024218318e-5,0.047040187230560485,NA
4.41939603138236e-5,6.13940543269165e-5,6.22897376830312e-5,1.0198877726900323e-5,4.4519157512667906e-5,0.22908963908398844,NA
2.44229780681657e-5,2.09894202827065e-5,4.29964560997915e-5,1.1839714458211085e-5,2.5062142227218696e-5,0.47241430324948774,NA
6.33834430816681e-5,7.03145579470668e-5,6.78021038496712e-5,3.5089728281355205e-6,5.1252269426635404e-5,0.06846473077954934,NA
6.10574451704142e-5,6.19187898339842e-5,6.44946841496872e-5,1.7884703872194475e-6,4.7314847385326264e-5,0.037799348112747065,NA
3.48899686688081e-5,4.5127253607819e-5,5.67773715163913e-5,1.0951298656769202e-5,3.6936473112446904e-5,0.29649010135401416,NA
8.83879206276473e-5,8.2383474609623e-5,6.55971573830152e-5,1.181279466855431e-5,6.204533682220995e-5,0.19038972586132794,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
7.38504336823106e-5,7.34629709894728e-5,7.05582869329911e-5,1.799330756391338e-6,5.4917755590291455e-5,0.0327640985515699,NA
3.54714681466216e-5,4.46025181007513e-5,5.67773715163913e-5,1.0689127243443039e-5,3.688512125180181e-5,0.28979509571005907,NA
4.24494618803832e-5,6.08693188198489e-5,6.06360278330392e-5,1.0568007818452314e-5,4.3630704087930903e-5,0.2422149272941857,NA
3.08194723241139e-5,3.41078079593981e-5,3.96890363998075e-5,4.4839050883344435e-6,2.7275055442913483e-5,0.16439581938593043,NA
8.02469279382587e-5,8.13340035954877e-5,6.28409742996952e-5,1.037738798291266e-5,5.869982345408856e-5,0.17678737979560064,NA
3.95419644913159e-5,5.45724927350369e-5,5.78798447497193e-5,9.773546004443656e-6,4.0441961995128937e-5,0.24166844342568836,NA
8.3154425327326e-5,7.50371775106757e-5,7.16607601663191e-5,5.907541014578034e-6,5.8939976004724705e-5,0.10022978316286517,NA
3.89604650135024e-5,5.40477572279692e-5,5.73286081330553e-5,9.7960795788119e-6,4.0033227488334696e-5,0.24469872137254944,NA
0,0,0,0,0,NA,NA
3.77974660578755e-5,4.98498731714279e-5,5.73286081330553e-5,9.854419521361429e-6,3.8707591720930034e-5,0.2545862215456027,NA
3.43084691909947e-5,4.40777825936837e-5,5.62261348997273e-5,1.0980331038053653e-5,3.639817943061484e-5,0.30167253444599473,NA
3.66344671022485e-5,2.99099239028568e-5,4.85088222664314e-5,9.417526321918975e-6,3.1117684898363914e-5,0.30264225480392737,NA
0,0,0,0,0,NA,NA
8.72249216720203e-5,7.97597970742847e-5,6.17385010663672e-5,1.3102498682522093e-5,6.045642962379857e-5,0.21672630626808165,NA
5.34979519588391e-5,6.55919383834578e-5,6.89045770829991e-5,8.109687422140657e-6,4.9026038711859166e-5,0.16541592254278872,NA
3.89604650135024e-5,5.40477572279692e-5,5.73286081330553e-5,9.7960795788119e-6,4.0033227488334696e-5,0.24469872137254944,NA
3.25639707575543e-5,4.09293695512777e-5,5.01625321164234e-5,8.802845655755469e-6,3.311467952025272e-5,0.2658291061029809,NA
3.37269697131812e-5,4.30283115795483e-5,5.51236616663993e-5,1.072870666933211e-5,3.565191240711523e-5,0.30092934557953555,NA
8.08284274160722e-5,8.3957681130826e-5,7.49681798663031e-5,4.5633661395351185e-6,6.10794136381841e-5,0.07471201617237377,NA
4.88459561363314e-5,6.24435253410518e-5,6.17385010663672e-5,7.655157980930753e-6,4.5170785131170286e-5,0.16947143953112917,NA
0,0,0,0,0,NA,NA
3.31454702353677e-5,4.14541050583453e-5,4.96112954997594e-5,8.233028707150378e-6,3.311097487515569e-5,0.24864954107189105,NA
3.43084691909947e-5,4.3553047086616e-5,5.56748982830633e-5,1.0715454485954823e-5,3.6062967261657205e-5,0.2971318030545891,NA
2.96564733684869e-5,2.67615108604508e-5,4.40989293331195e-5,9.287549205878808e-6,2.7451115691984003e-5,0.33833048208641164,NA
4.30309613581967e-5,6.24435253410518e-5,6.55971573830152e-5,1.222038078017672e-5,4.582300621561011e-5,0.26668657928457157,NA
2.96564733684869e-5,2.88604528887214e-5,3.96890363998075e-5,6.035232534020438e-6,2.606029879775906e-5,0.23158723469968087,NA
7.85024295048183e-5,7.34629709894728e-5,7.05582869329911e-5,4.0195922844111184e-6,5.663581992792333e-5,0.07097261573199767,NA
3.95419644913159e-5,5.08993441855633e-5,5.67773715163913e-5,8.761663979531158e-6,3.899508604320041e-5,0.22468636098980818,NA
3.25639707575543e-5,4.1978840565413e-5,5.07137687330874e-5,9.077021447461225e-6,3.358340037587898e-5,0.2702829774789787,NA
3.02379728463004e-5,3.25336014381951e-5,3.74840899331515e-5,3.703229667172866e-6,2.5989723471204966e-5,0.14248822890616053,NA
3.66344671022485e-5,2.99099239028568e-5,4.79575856497674e-5,9.12095197345606e-6,3.090573215708219e-5,0.29512169221870227,NA
3.95419644913159e-5,5.19488151996986e-5,5.67773715163913e-5,8.891045644575857e-6,3.9289799212995415e-5,0.22629399545607942,NA
3.02379728463004e-5,2.83357173816538e-5,4.29964560997915e-5,7.972188433797968e-6,2.7385583690385917e-5,0.2911089470989334,NA
3.02379728463004e-5,3.25336014381951e-5,3.74840899331515e-5,3.703229667172866e-6,2.5989723471204966e-5,0.14248822890616053,NA
3.66344671022485e-5,2.99099239028568e-5,4.85088222664314e-5,9.417526321918975e-6,3.1117684898363914e-5,0.30264225480392737,NA
2.96564733684869e-5,3.35830724523304e-5,3.91377997831435e-5,4.763904677646053e-6,2.6785312570401713e-5,0.17785510865795384,NA
2.96564733684869e-5,3.35830724523304e-5,3.91377997831435e-5,4.763904677646053e-6,2.6785312570401713e-5,0.17785510865795384,NA
3.43084691909947e-5,4.40777825936837e-5,5.56748982830633e-5,1.0696236634280993e-5,3.6189346675505674e-5,0.2955631316085795,NA
3.7215966580062e-5,5.08993441855633e-5,5.67773715163913e-5,1.003688689351886e-5,3.873239229388386e-5,0.25913418456994614,NA
4.07049634469428e-5,4.98498731714279e-5,5.73286081330553e-5,8.325727327040427e-6,3.9052293019616605e-5,0.2131943269722543,NA
4.07049634469428e-5,5.35230217209016e-5,5.62261348997273e-5,8.291724810907132e-6,3.9686461219619706e-5,0.20893081812010922,NA
4.41939603138236e-5,6.13940543269165e-5,6.33922109163592e-5,1.0554688452791379e-5,4.488372850247267e-5,0.23515623155527096,NA
8.66434221942069e-5,8.29082101166907e-5,7.49681798663031e-5,5.962482327805669e-6,6.26205736262516e-5,0.09521602857540891,NA
0,0,0,0,0,NA,NA
3.89604650135024e-5,5.14240796926309e-5,5.62261348997273e-5,8.911647637613395e-6,3.88805818108685e-5,0.22920561428230157,NA
3.7215966580062e-5,4.46025181007513e-5,5.78798447497193e-5,1.0470947166021107e-5,3.7542319149138426e-5,0.2789105042878367,NA
4.07049634469428e-5,5.35230217209016e-5,5.62261348997273e-5,8.291724810907132e-6,3.9686461219619706e-5,0.20893081812010922,NA
0,0,0,0,0,NA,NA
8.89694201054607e-5,8.50071521449613e-5,7.22119967829831e-5,8.758108666988509e-6,6.37366694250984e-5,0.13741083031143947,NA
8.83879206276473e-5,8.18587391025554e-5,6.39434475330232e-5,1.265648811402512e-5,6.171164884431276e-5,0.20509074625367946,NA
9.07139185389011e-5,8.34329456237583e-5,6.78021038496712e-5,1.170674330967129e-5,6.341392783050047e-5,0.18460839298524964,NA
4.5938458747264e-5,5.82456412845105e-5,6.22897376830312e-5,8.516511223508695e-6,4.37475872345786e-5,0.19467384973352647,NA
2.44229780681657e-5,2.09894202827065e-5,4.29964560997915e-5,1.1839714458211085e-5,2.5062142227218696e-5,0.47241430324948774,NA
3.08194723241139e-5,2.67615108604508e-5,4.46501659497834e-5,9.378691436023248e-6,2.7902460142592836e-5,0.33612417643800396,NA
3.02379728463004e-5,2.72862463675185e-5,4.40989293331195e-5,8.976869465807154e-6,2.765000450318639e-5,0.3246606872983568,NA
3.54714681466216e-5,4.93251376643603e-5,5.67773715163913e-5,1.0812041642647356e-5,3.809650474250514e-5,0.2838066566926838,NA
8.89694201054607e-5,8.2383474609623e-5,6.50459207663512e-5,1.2357853589053307e-5,6.218916726762205e-5,0.1987139261066655,NA
3.02379728463004e-5,3.30583369452627e-5,3.74840899331515e-5,3.6525779936203386e-6,2.6108244429583736e-5,0.13990132517227144,NA
2.96564733684869e-5,3.20088659311274e-5,3.80353265498155e-5,4.321596136298587e-6,2.6005565496432097e-5,0.1661796639989044,NA
8.25729258495126e-5,7.45124420036081e-5,7.05582869329911e-5,6.123156735526839e-6,5.844170288040966e-5,0.10477375630304216,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
3.25639707575543e-5,4.14541050583453e-5,4.85088222664314e-5,7.990012645091237e-6,3.2629227681855556e-5,0.24487287051339923,NA
3.02379728463004e-5,3.46325434664657e-5,4.02402730164715e-5,5.013396891261005e-6,2.7531046555124652e-5,0.18209975713138327,NA
3.43084691909947e-5,4.3553047086616e-5,5.51236616663993e-5,1.0429234391924813e-5,3.58536030839837e-5,0.2908838581019405,NA
4.82644566585179e-5,6.03445833127812e-5,6.00847912163753e-5,6.9006915230295976e-6,4.3898630677675996e-5,0.15719605410240833,NA
2.79119749350465e-5,2.67615108604508e-5,3.58303800831596e-5,4.9374267362529765e-6,2.386032315372747e-5,0.2069304218740914,NA
8.25729258495126e-5,7.50371775106757e-5,7.11095235496551e-5,5.825569513678213e-6,5.86362991058804e-5,0.09935090724533789,NA
3.77974660578755e-5,4.98498731714279e-5,5.73286081330553e-5,9.854419521361429e-6,3.8707591720930034e-5,0.2545862215456027,NA
6.86169383819893e-5,7.18887644682698e-5,7.16607601663191e-5,1.826731277233294e-6,5.349829857345287e-5,0.03414559576554013,NA
8.3154425327326e-5,7.97597970742847e-5,7.44169432496391e-5,4.404792485194888e-6,6.043398953411117e-5,0.07288601198020629,NA
4.18679624025698e-5,6.13940543269165e-5,6.55971573830152e-5,1.2662339407064684e-5,4.538037837989155e-5,0.2790267481038783,NA
6.28019436038547e-5,6.34929963551872e-5,6.44946841496872e-5,8.511074059012557e-7,4.791018287865759e-5,0.017764645316776614,NA
3.48899686688081e-5,3.04346594099244e-5,4.85088222664314e-5,9.416283032326938e-6,3.081243334437271e-5,0.3056001104192778,NA
0,0,0,0,0,NA,NA
3.14009718019273e-5,3.62067499876687e-5,4.46501659497834e-5,6.7073084846236416e-6,2.974129905600076e-5,0.22552170542363514,NA
6.28019436038547e-5,6.71661449046608e-5,6.83533404663352e-5,2.9232884856035945e-6,5.0311179365113575e-5,0.058104153440510294,NA
8.08284274160722e-5,7.45124420036081e-5,7.00070503163271e-5,5.435875095467883e-6,5.7695948707868824e-5,0.09421588893513619,NA
5.34979519588391e-5,6.55919383834578e-5,6.89045770829991e-5,8.109687422140657e-6,4.9026038711859166e-5,0.16541592254278872,NA
3.37269697131812e-5,4.09293695512777e-5,5.12650053497514e-5,8.815541435216461e-6,3.3684221512356693e-5,0.26171130100134793,NA
8.37359248051395e-5,7.81855905530817e-5,7.27632333996471e-5,5.486470086937143e-6,6.004280471120136e-5,0.0913759794087968,NA
8.25729258495126e-5,7.55619130177434e-5,7.11095235496551e-5,5.7790954481238395e-6,5.875586446625874e-5,0.09835776395465264,NA
2.96564733684869e-5,2.88604528887214e-5,3.74840899331515e-5,4.7657169023782905e-6,2.5191683273184522e-5,0.18917818435146785,NA
3.83789655356889e-5,5.03746086784956e-5,5.73286081330553e-5,9.585949069614904e-6,3.8917032854213674e-5,0.24631757270716495,NA
0,0,0,0,0,NA,NA
3.66344671022485e-5,4.93251376643603e-5,5.73286081330553e-5,1.0435165961483679e-5,3.8430844715286945e-5,0.27153100689802945,NA
8.25729258495126e-5,7.50371775106757e-5,7.16607601663191e-5,5.586636689562889e-6,5.871437505401757e-5,0.09514938521312968,NA
8.48989237607665e-5,8.13340035954877e-5,7.44169432496391e-5,5.329576203423329e-6,6.149486170232915e-5,0.08666701665614883,NA
8.19914263716991e-5,8.29082101166907e-5,6.61483939996792e-5,9.42278801144677e-6,6.0117704624878946e-5,0.15673898513329582,NA
8.37359248051395e-5,8.02845325813524e-5,7.38657066329751e-5,5.008902767474865e-6,6.0723766696735465e-5,0.08248669408948484,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
3.02379728463004e-5,3.41078079593981e-5,4.02402730164715e-5,5.043622378360532e-6,2.7407419050132634e-5,0.1840239815772118,NA
4.82644566585179e-5,6.13940543269165e-5,6.28409742996952e-5,8.030719964457285e-6,4.513255131239672e-5,0.17793631715766658,NA
4.07049634469428e-5,5.35230217209016e-5,5.62261348997273e-5,8.291724810907132e-6,3.9686461219619706e-5,0.20893081812010922,NA
2.96564733684869e-5,3.35830724523304e-5,3.96890363998075e-5,5.055579377785686e-6,2.699604039960262e-5,0.18727114432159853,NA
8.25729258495126e-5,8.3957681130826e-5,7.44169432496391e-5,5.15530921601022e-6,6.152571486149697e-5,0.08379113071039557,NA
3.25639707575543e-5,3.46325434664657e-5,4.02402730164715e-5,3.971801441166603e-6,2.7852147170414524e-5,0.14260306097282088,NA
0,0,0,0,0,NA,NA
8.3154425327326e-5,7.76608550460141e-5,7.22119967829831e-5,5.471229497019912e-6,5.9624626663335776e-5,0.09176123697868395,NA
3.02379728463004e-5,3.35830724523304e-5,3.80353265498155e-5,3.911755417979579e-6,2.644203181660647e-5,0.1479370210697223,NA
6.22204441260412e-5,6.71661449046608e-5,6.72508672330072e-5,2.8801704434418586e-6,4.987940667678777e-5,0.05774267649382837,NA
8.37359248051395e-5,8.02845325813524e-5,7.38657066329751e-5,5.008902767474865e-6,6.0723766696735465e-5,0.08248669408948484,NA
7.85024295048183e-5,7.45124420036081e-5,7.11095235496551e-5,3.700335856962962e-6,5.695618272876111e-5,0.06496811548247258,NA
3.77974660578755e-5,4.98498731714279e-5,5.73286081330553e-5,9.854419521361429e-6,3.8707591720930034e-5,0.2545862215456027,NA
6.74539394263624e-5,6.82156159187961e-5,6.66996306163432e-5,7.579956351294668e-7,5.0781795399157793e-5,0.014926522963030922,NA
2.849347441286e-5,2.83357173816538e-5,3.63816166998235e-5,4.600437875144794e-6,2.4452811592370524e-5,0.18813533395808635,NA
3.54714681466216e-5,4.8275666650225e-5,5.67773715163913e-5,1.0725110748092063e-5,3.781240426533249e-5,0.28364001063865585,NA
4.47754597916371e-5,6.19187898339842e-5,6.28409742996952e-5,1.0174371426698367e-5,4.492739883800372e-5,0.22646250817645713,NA
0,0,0,0,0,NA,NA
3.43084691909947e-5,3.30583369452627e-5,4.29964560997915e-5,5.4131038460519685e-6,2.8944091520525217e-5,0.18701930382625265,NA
8.25729258495126e-5,7.45124420036081e-5,7.16607601663191e-5,5.659488331240396e-6,5.8601404087670047e-5,0.09657598515512658,NA
4.76829571807045e-5,6.08693188198489e-5,6.39434475330232e-5,8.638421413673826e-6,4.5283536236812604e-5,0.1907629600413438,NA
8.37359248051395e-5,7.76608550460141e-5,7.22119967829831e-5,5.7647990136789485e-6,5.9843393911953914e-5,0.09633141833767905,NA
4.30309613581967e-5,6.03445833127812e-5,6.06360278330392e-5,1.0081210333075767e-5,4.352319570927322e-5,0.2316284493541412,NA
8.08284274160722e-5,7.45124420036081e-5,7.05582869329911e-5,5.180135126859893e-6,5.7769822869882824e-5,0.08966853054971813,NA
3.95419644913159e-5,4.93251376643603e-5,5.84310813663833e-5,9.446581607104797e-6,3.918619128229107e-5,0.24106914446094363,NA
4.30309613581967e-5,6.03445833127812e-5,6.06360278330392e-5,1.0081210333075767e-5,4.352319570927322e-5,0.2316284493541412,NA
6.4546442037295e-5,6.45424673693225e-5,6.44946841496872e-5,2.8803683195694822e-8,4.84030993098751e-5,5.950793152995134e-4,NA
3.95419644913159e-5,5.35230217209016e-5,5.84310813663833e-5,9.801001199371695e-6,4.032426719449312e-5,0.24305466363714026,NA
3.14009718019273e-5,3.56820144806011e-5,4.24452194831275e-5,5.568418015416956e-6,2.8774155945268213e-5,0.1935215067996689,NA
2.96564733684869e-5,3.20088659311274e-5,3.69328533164875e-5,3.7131547164016973e-6,2.5577836833125875e-5,0.14517078753089815,NA
2.96564733684869e-5,3.41078079593981e-5,3.96890363998075e-5,5.026874634099171e-6,2.7120048090447915e-5,0.18535640561307526,NA
2.849347441286e-5,2.83357173816538e-5,3.63816166998235e-5,4.600437875144794e-6,2.4452811592370524e-5,0.18813533395808635,NA
4.01234639691294e-5,4.98498731714279e-5,5.78798447497193e-5,8.891686547406955e-6,3.918621710942089e-5,0.22690852047745316,NA
3.37269697131812e-5,4.40777825936837e-5,5.51236616663993e-5,1.0700227398807472e-5,3.5907160343017916e-5,0.29799703726468896,NA
0,0,0,0,0,NA,NA
2.96564733684869e-5,2.93851883957891e-5,3.74840899331515e-5,4.599590248629296e-6,2.5281335486514197e-5,0.18193620550950923,NA
2.96564733684869e-5,3.41078079593981e-5,3.96890363998075e-5,5.026874634099171e-6,2.7120048090447915e-5,0.18535640561307526,NA
3.25639707575543e-5,4.1978840565413e-5,5.18162419664154e-5,9.626908352139119e-6,3.3996490410380454e-5,0.28317359338950027,NA
0,0,0,0,0,NA,NA
6.16389446482277e-5,6.71661449046608e-5,7.05582869329911e-5,4.502059473319725e-6,5.0966358989799834e-5,0.08833394345907161,NA
8.37359248051395e-5,8.02845325813524e-5,7.38657066329751e-5,5.008902767474865e-6,6.0723766696735465e-5,0.08248669408948484,NA
8.4317424282953e-5,7.76608550460141e-5,7.16607601663191e-5,6.331168916990391e-6,5.9992552103069145e-5,0.10553258187971797,NA
3.95419644913159e-5,5.29982862138339e-5,5.67773715163913e-5,9.059188110641534e-6,3.959420258304566e-5,0.2288008728459833,NA
3.43084691909947e-5,3.14841304240598e-5,5.18162419664154e-5,1.1014337298849497e-5,3.215579472007985e-5,0.34253040220994874,NA
4.24494618803832e-5,6.03445833127812e-5,6.00847912163753e-5,1.0257580154878379e-5,4.328410414110452e-5,0.2369826142511593,NA
3.02379728463004e-5,2.83357173816538e-5,4.24452194831275e-5,7.656299104404111e-6,2.716880220387145e-5,0.2818048085797878,NA
3.31454702353677e-5,4.09293695512777e-5,5.07137687330874e-5,8.803111836297839e-6,3.339793008900766e-5,0.2635825577464523,NA
3.95419644913159e-5,5.19488151996986e-5,5.78798447497193e-5,9.357571875179089e-6,3.9682049078978224e-5,0.2358137266690775,NA
3.60529676244351e-5,4.77509311431573e-5,5.67773715163913e-5,1.0390860511156216e-5,3.774303269878498e-5,0.2753053946163345,NA
4.12864629247563e-5,5.14240796926309e-5,5.78798447497193e-5,8.3644933757085e-6,3.973872018570375e-5,0.2104872360413277,NA
7.96654284604452e-5,7.71361195389464e-5,6.11872644497032e-5,1.0018365863801779e-5,5.7001794578224145e-5,0.1757552711792867,NA
3.7215966580062e-5,4.98498731714279e-5,5.73286081330553e-5,1.0165836763598783e-5,3.8640071162036e-5,0.26309052902539043,NA
3.08194723241139e-5,3.46325434664657e-5,4.07915096331355e-5,5.031797291083609e-6,2.7818830678699678e-5,0.18087738299282133,NA
3.43084691909947e-5,4.40777825936837e-5,5.62261348997273e-5,1.0980331038053653e-5,3.639817943061484e-5,0.30167253444599473,NA
8.3154425327326e-5,7.50371775106757e-5,7.16607601663191e-5,5.907541014578034e-6,5.8939976004724705e-5,0.10022978316286517,NA
3.02379728463004e-5,3.41078079593981e-5,4.07915096331355e-5,5.338923589656841e-6,2.761905350712271e-5,0.19330581289760634,NA
3.54714681466216e-5,4.6701460129022e-5,5.67773715163913e-5,1.0658159852220111e-5,3.7402114911063756e-5,0.2849614220362541,NA
3.14009718019273e-5,3.41078079593981e-5,4.13427462497995e-5,5.1398795903806985e-6,2.79978514003764e-5,0.18358121546111208,NA
4.36124608360102e-5,6.03445833127812e-5,6.39434475330232e-5,1.084946055746185e-5,4.468748805981911e-5,0.24278519622626038,NA
8.4317424282953e-5,7.76608550460141e-5,7.22119967829831e-5,6.062746150793794e-6,6.0063255565686e-5,0.10093935291541917,NA
3.43084691909947e-5,3.98798985371424e-5,4.74063490331034e-5,6.57321253758496e-6,3.204198232470637e-5,0.20514375393424406,NA
3.25639707575543e-5,3.67314854947364e-5,4.40989293331195e-5,5.840985606561682e-6,2.9808842797992972e-5,0.19594808312904236,NA
8.14099268938857e-5,8.34329456237583e-5,7.00070503163271e-5,7.238472028342186e-6,6.052209871557832e-5,0.11960047952664621,NA
3.95419644913159e-5,5.40477572279692e-5,5.62261348997273e-5,9.069407316325109e-6,3.9721315983834375e-5,0.22832595274577863,NA
5.5823949870093e-5,6.08693188198489e-5,6.44946841496872e-5,4.3547034832329e-6,4.63856640807155e-5,0.09388037380806491,NA
3.02379728463004e-5,3.30583369452627e-5,3.69328533164875e-5,3.36124370017253e-6,2.5897601702055784e-5,0.1297897673631188,NA
3.54714681466216e-5,4.93251376643603e-5,5.67773715163913e-5,1.0812041642647356e-5,3.809650474250514e-5,0.2838066566926838,NA
3.83789655356889e-5,5.14240796926309e-5,5.78798447497193e-5,9.93425216074982e-6,3.940428553469723e-5,0.252110957626735,NA
4.24494618803832e-5,5.61466992562399e-5,5.78798447497193e-5,8.452956292785327e-6,4.123224054478193e-5,0.20500841528620437,NA
4.7101457702891e-5,6.08693188198489e-5,6.00847912163753e-5,7.732360920387532e-6,4.3946982164875683e-5,0.17594748352408068,NA
7.73394305491914e-5,8.18587391025554e-5,7.49681798663031e-5,3.5006377083304203e-6,5.941674680659508e-5,0.0589166842090025,NA
2.96564733684869e-5,3.35830724523304e-5,3.91377997831435e-5,4.763904677646053e-6,2.6785312570401713e-5,0.17785510865795384,NA
8.66434221942069e-5,7.71361195389464e-5,6.11872644497032e-5,1.2863195232584174e-5,5.945750035386017e-5,0.2163426843716792,NA
7.85024295048183e-5,8.13340035954877e-5,7.49681798663031e-5,3.1893689054248286e-6,5.949849546800848e-5,0.053604194195796234,NA
3.66344671022485e-5,3.09593949169921e-5,5.01625321164234e-5,9.86555848761907e-6,3.1905488155820766e-5,0.30921195875259533,NA
6.5709440992922e-5,6.45424673693225e-5,6.55971573830152e-5,6.437916423054086e-7,4.912321434689128e-5,0.01310564975978919,NA
3.95419644913159e-5,5.24735507067663e-5,5.89823179830473e-5,9.895430910171676e-6,4.02233160228253e-5,0.24601231048569872,NA
3.02379728463004e-5,3.41078079593981e-5,4.02402730164715e-5,5.043622378360532e-6,2.7407419050132634e-5,0.1840239815772118,NA
0,0,0,0,0,NA,NA
3.02379728463004e-5,3.41078079593981e-5,4.02402730164715e-5,5.043622378360532e-6,2.7407419050132634e-5,0.1840239815772118,NA
3.43084691909947e-5,4.40777825936837e-5,5.56748982830633e-5,1.0696236634280993e-5,3.6189346675505674e-5,0.2955631316085795,NA
0,0,0,0,0,NA,NA
4.07049634469428e-5,4.98498731714279e-5,5.78798447497193e-5,8.593470051746769e-6,3.925703785495919e-5,0.2189026610590587,NA
3.08194723241139e-5,2.78109818745861e-5,4.18939828664635e-5,7.416498673843475e-6,2.6985233934751744e-5,0.2748354411814998,NA
4.01234639691294e-5,5.19488151996986e-5,5.84310813663833e-5,9.282847633730209e-6,3.994655204223538e-5,0.23238169902412303,NA
4.24494618803832e-5,5.61466992562399e-5,5.78798447497193e-5,8.452956292785327e-6,4.123224054478193e-5,0.20500841528620437,NA
4.41939603138236e-5,5.56219637491722e-5,6.06360278330392e-5,8.426957591186246e-6,4.221972737180531e-5,0.19959763162312222,NA
2.849347441286e-5,3.04346594099244e-5,3.63816166998235e-5,4.110095070678491e-6,2.48549613983216e-5,0.16536316451314373,NA
