year_2015,year_2016,year_2017,sd,mean,cv,mean_cv
0,0,0,0,0,NA,NA
5.87314472591604e-5,4.14541050583453e-5,2.86643040665276e-5,1.5089282414463654e-5,3.598478469962424e-5,0.41932395984631854,NA
8.19914263716991e-5,6.87403514258638e-5,4.90600588830954e-5,1.6569952054137807e-5,5.4090447183699025e-5,0.3063378640199413,NA
9.01324190610877e-5,8.5531887652029e-5,7.55194164829671e-5,7.471661043627789e-6,6.46638460599279e-5,0.11554619001015418,NA
8.72249216720203e-5,8.18587391025554e-5,6.39434475330232e-5,1.2191394680094177e-5,6.130462574692327e-5,0.19886582018170193,NA
8.60619227163934e-5,7.45124420036081e-5,5.95335545997113e-5,1.3301076945920667e-5,5.835224906640837e-5,0.2279445464181379,NA
8.02469279382587e-5,7.71361195389464e-5,6.11872644497032e-5,1.0225082557546788e-5,5.719884862111377e-5,0.17876378290895195,NA
7.96654284604452e-5,7.60866485248111e-5,6.00847912163753e-5,1.0426476378520652e-5,5.656583614503806e-5,0.18432462222933585,NA
4.82644566585179e-5,6.08693188198489e-5,6.39434475330232e-5,8.308264683375392e-6,4.5346371923691344e-5,0.1832178481082566,NA
7.09429362932432e-5,5.50972282421046e-5,3.63816166998235e-5,1.7300507656722968e-5,4.4930572222973566e-5,0.38504979573522996,NA
7.38504336823106e-5,5.56219637491722e-5,3.69328533164875e-5,1.845926914829612e-5,4.6216129974066604e-5,0.3994118321602052,NA
8.02469279382587e-5,7.55619130177434e-5,7.05582869329911e-5,4.8451935518686465e-6,5.780308036021546e-5,0.08382241087628062,NA
7.4431933160124e-5,5.71961702703752e-5,3.69328533164875e-5,1.8769898443539766e-5,4.683271379763161e-5,0.4007860514905498,NA
7.26874347266836e-5,5.50972282421046e-5,3.63816166998235e-5,1.8155815882572218e-5,4.558052388779598e-5,0.39832398432422084,NA
8.72249216720203e-5,8.13340035954877e-5,6.39434475330232e-5,1.2104829573569181e-5,6.115180059352509e-5,0.19794723059799602,NA
7.90839289826318e-5,6.19187898339842e-5,3.85865631664795e-5,2.0326794473073847e-5,4.9979019114042336e-5,0.4067065507366618,NA
7.79209300270048e-5,7.13640289612021e-5,5.51236616663993e-5,1.1736395856212204e-5,5.40362541277046e-5,0.21719484530654962,NA
7.61764315935644e-5,5.82456412845105e-5,3.69328533164875e-5,1.9646062404742538e-5,4.7750247149826235e-5,0.41143373233438923,NA
4.24494618803832e-5,5.61466992562399e-5,5.78798447497193e-5,8.452956292785327e-6,4.123224054478193e-5,0.20500841528620437,NA
5.52424503922795e-5,3.98798985371424e-5,2.70105942165357e-5,1.413426508127233e-5,3.406680205680748e-5,0.41489850023794406,NA
5.98944462147873e-5,6.87403514258638e-5,7.16607601663191e-5,6.126785049010748e-6,5.1605585713995234e-5,0.11872329253205603,NA
7.03614368154297e-5,5.29982862138339e-5,3.58303800831596e-5,1.726562036134525e-5,4.411393086844211e-5,0.39138702948135135,NA
4.18679624025698e-5,5.82456412845105e-5,6.00847912163753e-5,1.0028822546900666e-5,4.2556804362589065e-5,0.23565732195147684,NA
9.01324190610877e-5,8.44824166378937e-5,7.05582869329911e-5,1.0074311920169634e-5,6.381185863803553e-5,0.1578752309553442,NA
6.16389446482277e-5,4.88004021572926e-5,3.41766702331676e-5,1.3740804347685785e-5,3.9589205346593425e-5,0.34708462136050816,NA
0,0,0,0,0,NA,NA
4.18679624025698e-5,5.82456412845105e-5,6.00847912163753e-5,1.0028822546900666e-5,4.2556804362589065e-5,0.23565732195147684,NA
8.3154425327326e-5,7.18887644682698e-5,5.56748982830633e-5,1.3813815414525045e-5,5.6132975873296035e-5,0.2460909153597297,NA
0,0,0,0,0,NA,NA
8.54804232385799e-5,8.13340035954877e-5,7.44169432496391e-5,5.589262162850383e-6,6.170515806163926e-5,0.09058014497373282,NA
8.60619227163934e-5,7.39877064965404e-5,5.89823179830473e-5,1.3566216460254574e-5,5.814954091405892e-5,0.23329877152950393,NA
8.02469279382587e-5,7.97597970742847e-5,6.22897376830312e-5,1.0229866026126623e-5,5.8131582180425304e-5,0.17597776703162457,NA
7.5594932115751e-5,6.82156159187961e-5,4.79575856497674e-5,1.4310049019228528e-5,5.1519545675885756e-5,0.2777596120364565,NA
4.07049634469428e-5,5.66714347633076e-5,5.84310813663833e-5,9.765925617147319e-6,4.139335129844525e-5,0.2359298126584433,NA
7.96654284604452e-5,6.40177318622548e-5,4.35476927164555e-5,1.8112443911724733e-5,5.133582423772006e-5,0.35282269605435185,NA
8.25729258495126e-5,7.13640289612021e-5,5.34699518164073e-5,1.4678899049816632e-5,5.552145141923466e-5,0.26438248054753344,NA
8.19914263716991e-5,8.2383474609623e-5,6.55971573830152e-5,9.580415818450432e-6,5.9888118545696934e-5,0.1599718951120531,NA
0,0,0,0,0,NA,NA
6.74539394263624e-5,7.45124420036081e-5,7.33144700163111e-5,3.7771994544251304e-6,5.476451272517669e-5,0.06897166187491069,NA
7.61764315935644e-5,6.87403514258638e-5,4.96112954997594e-5,1.370475905520221e-5,5.2058209393597454e-5,0.26325836433566874,NA
8.95509195832742e-5,8.50071521449613e-5,7.44169432496391e-5,7.765689351747442e-6,6.418517608240552e-5,0.12098882990953075,NA
7.61764315935644e-5,6.87403514258638e-5,4.96112954997594e-5,1.370475905520221e-5,5.2058209393597454e-5,0.26325836433566874,NA
8.4317424282953e-5,7.34629709894728e-5,5.84310813663833e-5,1.2999228256165356e-5,5.7302676223743615e-5,0.2268520270398657,NA
8.37359248051395e-5,8.60566231590967e-5,7.55194164829671e-5,5.536686349461176e-6,6.271216269916612e-5,0.08828728130491978,NA
0,0,0,0,0,NA,NA
6.33834430816681e-5,4.98498731714279e-5,3.41766702331676e-5,1.4616442710654989e-5,4.050660729922965e-5,0.3608409512719907,NA
0,0,0,0,0,NA,NA
0,0,0,0,0,NA,NA
7.09429362932432e-5,5.29982862138339e-5,3.58303800831596e-5,1.7557709944591144e-5,4.433232813370696e-5,0.3960475500324916,NA
7.32689342044971e-5,6.92650869329315e-5,6.78021038496712e-5,2.830116210934782e-6,5.329156029950865e-5,0.053106274146018505,NA
7.96654284604452e-5,7.45124420036081e-5,5.95335545997113e-5,1.0457952973913088e-5,5.604234450941942e-5,0.18660805620213386,NA
8.02469279382587e-5,7.97597970742847e-5,6.22897376830312e-5,1.0229866026126623e-5,5.8131582180425304e-5,0.17597776703162457,NA
2.90749738906734e-6,2.62367753533831e-6,1.65370984999198e-6,6.574412791430542e-7,1.960581513385171e-6,0.3353297349049802,NA
7.09429362932432e-5,5.50972282421046e-5,3.63816166998235e-5,1.7300507656722968e-5,4.4930572222973566e-5,0.38504979573522996,NA
4.88459561363314e-5,6.19187898339842e-5,6.39434475330232e-5,8.194840512561821e-6,4.572575850397515e-5,0.17921715857046758,NA
5.17534535253987e-5,3.67314854947364e-5,2.14982280498957e-5,1.5127735700078408e-5,3.12777256925273e-5,0.48365842992518604,NA
4.18679624025698e-5,5.92951122986459e-5,6.00847912163753e-5,1.0297103138948885e-5,4.288624226413497e-5,0.24010271348861395,NA
5.5823949870093e-5,3.83056920159394e-5,2.53568843665437e-5,1.5290536605927354e-5,3.369426571462586e-5,0.45380233940786263,NA
7.61764315935644e-5,6.08693188198489e-5,3.74840899331515e-5,1.948620851917494e-5,4.850401221643494e-5,0.40174426050000656,NA
7.38504336823106e-5,6.40177318622548e-5,4.35476927164555e-5,1.54594126546278e-5,4.9218817728912174e-5,0.3140955709211726,NA
8.72249216720203e-5,8.02845325813524e-5,6.22897376830312e-5,1.2869505589617959e-5,6.0667174381505465e-5,0.21213293219638163,NA
7.67579310713779e-5,6.08693188198489e-5,3.80353265498155e-5,1.9464837113800477e-5,4.8781853388710697e-5,0.39901799053631515,NA
6.5709440992922e-5,6.55919383834578e-5,6.61483939996792e-5,2.932943510640281e-7,4.943576693178076e-5,0.005932837078643115,NA
8.08284274160722e-5,8.02845325813524e-5,6.22897376830312e-5,1.0549814232502245e-5,5.848812797823951e-5,0.18037531029249732,NA
7.5594932115751e-5,6.82156159187961e-5,4.79575856497674e-5,1.4310049019228528e-5,5.1519545675885756e-5,0.2777596120364565,NA
0,0,0,0,0,NA,NA
8.19914263716991e-5,6.87403514258638e-5,4.90600588830954e-5,1.6569952054137807e-5,5.4090447183699025e-5,0.3063378640199413,NA
7.96654284604452e-5,6.29682608481195e-5,4.29964560997915e-5,1.8358839492942812e-5,5.099724622532475e-5,0.35999668319004224,NA
5.23349530032122e-5,3.77809565088717e-5,2.20494646665597e-5,1.5146558758408452e-5,3.1827983234263016e-5,0.4758881091184908,NA
1.27929885118963e-5,1.31183876766916e-5,6.61483939996792e-6,3.664504315123362e-6,9.047679975919795e-6,0.40502143365772897,NA
6.91984378598028e-5,5.24735507067663e-5,3.47279068498316e-5,1.7237784246089345e-5,4.3409419915622514e-5,0.3970977792284591,NA
8.25729258495126e-5,6.97898224399991e-5,5.12650053497514e-5,1.5741465767333614e-5,5.4842304851649174e-05,0.28703144059891295,NA
5.17534535253987e-5,6.61166738905255e-5,6.83533404663352e-5,9.00796890795785e-6,4.880785919755431e-5,0.18455980360657215,NA
5.40794514366526e-5,3.8830427523007e-5,2.53568843665437e-5,1.4370426545542056e-5,3.3159297467936336e-5,0.4333754826813705,NA
7.61764315935644e-5,6.92650869329315e-5,5.07137687330874e-5,1.3167290862311307e-5,5.233064453047365e-5,0.25161721168260426,NA
0,0,0,0,0,NA,NA
8.25729258495126e-5,6.97898224399991e-5,5.12650053497514e-5,1.5741465767333614e-5,5.4842304851649174e-05,0.28703144059891295,NA
5.17534535253987e-5,3.67314854947364e-5,2.09469914332317e-5,1.540480381205832e-5,3.120918356635628e-5,0.4935984236596566,NA
7.09429362932432e-5,5.40477572279692e-5,3.63816166998235e-5,1.728209289431482e-5,4.466360077883768e-5,0.3869390867048801,NA
0,0,0,0,0,NA,NA
7.67579310713779e-5,6.08693188198489e-5,3.80353265498155e-5,1.9464837113800477e-5,4.8781853388710697e-5,0.39901799053631515,NA
7.4431933160124e-5,5.82456412845105e-5,3.69328533164875e-5,1.8807852813704713e-5,4.7104570143706676e-5,0.3992787272301965,NA
0,0,0,0,0,NA,NA
8.72249216720203e-6,6.29682608481195e-6,2.75618308331997e-6,3.000468099360647e-6,5.19399235867365e-6,0.5776804993465284,NA
8.25729258495126e-5,6.92650869329315e-5,5.07137687330874e-5,1.6001332630704042e-5,5.4638278536558883e-5,0.2928593846527839,NA
7.5594932115751e-5,6.08693188198489e-5,3.74840899331515e-5,1.9218692762042377e-5,4.829175840769844e-5,0.3979704487003858,NA
5.75684483035334e-5,4.40777825936837e-5,2.92155406831916e-5,1.4181981916199973e-5,3.626093837415217e-5,0.3911090708647875,NA
5.17534535253987e-5,3.62067499876687e-5,2.03957548165677e-5,1.567903498042565e-5,3.100874832751519e-5,0.5056326303410665,NA
7.09429362932432e-5,5.35230217209016e-5,3.58303800831596e-5,1.755645463182284e-5,4.446319818228181e-5,0.394853617138565,NA
8.08284274160722e-5,7.97597970742847e-5,6.17385010663672e-5,1.0726403316501555e-5,5.826328221830642e-5,0.18410228377300894,NA
5.17534535253987e-5,3.67314854947364e-5,2.09469914332317e-5,1.540480381205832e-5,3.120918356635628e-5,0.4935984236596566,NA
7.50134326379375e-5,6.45424673693225e-5,4.63038757997754e-5,1.4528856286375724e-5,5.0097158023352784e-5,0.29001358279851125,NA
0,0,0,0,0,NA,NA
7.38504336823106e-5,6.40177318622548e-5,4.35476927164555e-5,1.54594126546278e-5,4.9218817728912174e-5,0.3140955709211726,NA
5.40794514366526e-5,3.8830427523007e-5,2.53568843665437e-5,1.4370426545542056e-5,3.3159297467936336e-5,0.4333754826813705,NA
8.60619227163934e-5,7.45124420036081e-5,5.89823179830473e-5,1.3588477038427694e-5,5.828628993536913e-5,0.23313333295866498,NA
8.19914263716991e-5,6.76908804117285e-5,4.79575856497674e-5,1.7089035720803995e-5,5.368223203849975e-5,0.31833690723865776,NA
8.02469279382587e-5,7.71361195389464e-5,6.17385010663672e-5,9.910647883265916e-6,5.725804910670955e-5,0.17308741806406705,NA
0,0,0,0,0,NA,NA
7.61764315935644e-5,7.13640289612021e-5,5.34699518164073e-5,1.1964819540568927e-5,5.324380797793568e-5,0.22471757740406484,NA
4.07049634469428e-5,5.66714347633076e-5,5.89823179830473e-5,9.95263848090909e-6,4.15778386685517e-5,0.23937363748628385,NA
0,0,0,0,0,NA,NA
7.50134326379375e-5,6.08693188198489e-5,3.74840899331515e-5,1.8953348207443215e-5,4.8080047399595276e-5,0.3942040250069046,NA
7.15244357710567e-5,5.50972282421046e-5,3.63816166998235e-5,1.758382303365918e-5,4.5146775936661e-5,0.3894812568305771,NA
0,0,0,0,0,NA,NA
8.37359248051395e-5,7.97597970742847e-5,7.33144700163111e-5,5.2592545817177275e-6,6.051736161936326e-5,0.08690488879533316,NA
8.08284274160722e-5,6.55919383834578e-5,4.74063490331034e-5,1.6732710387631032e-5,5.263985630506611e-5,0.3178715057780403,NA
9.07139185389011e-5,8.34329456237583e-5,6.78021038496712e-5,1.170674330967129e-5,6.341392783050047e-5,0.18460839298524964,NA
7.79209300270048e-5,6.19187898339842e-5,3.85865631664795e-5,1.9780688007664167e-5,4.955174275878317e-5,0.39919257944077036,NA
0,0,0,0,0,NA,NA
8.37359248051395e-5,7.13640289612021e-5,5.51236616663993e-5,1.4349651206933265e-5,5.614331665991854e-5,0.2555896598317226,NA
8.19914263716991e-5,8.44824166378937e-5,7.05582869329911e-5,7.425217145760422e-6,6.111433677208609e-5,0.1214971402447074,NA
5.98944462147873e-5,4.46025181007513e-5,3.03180139165196e-5,1.479107542139398e-5,3.740151341336304e-5,0.3954672972166237,NA
5.17534535253987e-5,3.77809565088717e-5,2.14982280498957e-5,1.5142306008438348e-5,3.154373602315111e-5,0.48004161578466326,NA
7.4431933160124e-5,5.50972282421046e-5,3.63816166998235e-5,1.902599761903636e-5,4.6234193930272114e-5,0.41151355742743845,NA
7.26874347266836e-5,7.81855905530817e-5,7.22119967829831e-5,3.3201300491553592e-6,5.6601288027975936e-5,0.058658206638589935,NA
7.38504336823106e-5,6.40177318622548e-5,4.35476927164555e-5,1.54594126546278e-5,4.9218817728912174e-5,0.3140955709211726,NA
8.19914263716991e-5,8.2383474609623e-5,6.55971573830152e-5,9.580415818450432e-6,5.9888118545696934e-5,0.1599718951120531,NA
7.09429362932432e-5,5.40477572279692e-5,3.63816166998235e-5,1.728209289431482e-5,4.466360077883768e-5,0.3869390867048801,NA
6.16389446482277e-5,4.77509311431573e-5,3.30741969998396e-5,1.428418853398598e-5,3.918706533130265e-5,0.3645128415006817,NA
6.04759456926008e-5,4.5127253607819e-5,3.03180139165196e-5,1.5079769991385642e-5,3.775024580208126e-5,0.3994615047130172,NA
6.74539394263624e-5,5.29982862138339e-5,3.58303800831596e-5,1.5831152917826288e-5,4.302843966029555e-5,0.36792300726708593,NA
8.08284274160722e-5,8.02845325813524e-5,6.22897376830312e-5,1.0549814232502245e-5,5.848812797823951e-5,0.18037531029249732,NA
3.95419644913159e-5,5.35230217209016e-5,5.62261348997273e-5,8.954871340332055e-6,3.9561498113069214e-5,0.2263531910429296,NA
7.21059352488701e-5,5.50972282421046e-5,3.63816166998235e-5,1.7868954293398158e-5,4.5363433621049094e-5,0.39390656453983197,NA
8.08284274160722e-5,7.97597970742847e-5,6.17385010663672e-5,1.0726403316501555e-5,5.826328221830642e-5,0.18410228377300894,NA
8.02469279382587e-5,7.97597970742847e-5,6.22897376830312e-5,1.0229866026126623e-5,5.8131582180425304e-5,0.17597776703162457,NA
4.82644566585179e-5,6.13940543269165e-5,6.44946841496872e-5,8.616075330905024e-6,4.569231761650666e-5,0.18856726426571999,NA
0,0,0,0,0,NA,NA
6.68724399485489e-5,4.93251376643603e-5,3.41766702331676e-5,1.636254483186036e-5,4.168419816948429e-5,0.39253591409703237,NA
4.65199582250775e-5,5.87703767915782e-5,6.11872644497032e-5,7.863883401278341e-6,4.358537071690931e-5,0.1804248368645281,NA
8.08284274160722e-5,7.97597970742847e-5,6.22897376830312e-5,1.040855387777503e-5,5.832162901279078e-5,0.17846816102294197,NA
5.23349530032122e-5,6.61166738905255e-5,6.89045770829991e-5,8.871872002494423e-6,4.90570189948078e-5,0.18084816779090107,NA
8.3154425327326e-5,8.29082101166907e-5,6.61483939996792e-5,9.74813793948098e-6,6.048979184579422e-5,0.1611534383244659,NA
5.17534535253987e-5,6.61166738905255e-5,6.89045770829991e-5,9.203582117450009e-6,4.899457165409333e-5,0.18784901687534358,NA
4.18679624025698e-5,5.82456412845105e-5,6.00847912163753e-5,1.0028822546900666e-5,4.2556804362589065e-5,0.23565732195147684,NA
8.14099268938857e-5,8.18587391025554e-5,6.39434475330232e-5,1.0216302378090283e-5,5.9357103976888644e-5,0.1721159169434566,NA
8.08284274160722e-5,7.97597970742847e-5,6.22897376830312e-5,1.040855387777503e-5,5.832162901279078e-5,0.17846816102294197,NA
6.16389446482277e-5,6.45424673693225e-5,6.66996306163432e-5,2.539499292317668e-6,4.885513548155277e-5,0.051980191381857055,NA
7.5594932115751e-5,5.56219637491722e-5,3.69328533164875e-5,1.9334591846471705e-5,4.68710852569706e-5,0.41250574294300757,NA
7.61764315935644e-5,7.08392934541345e-5,5.23674785830794e-5,1.2493726636498902e-5,5.2969232566819305e-5,0.23586761655907307,NA
5.64054493479065e-5,6.66414093975931e-5,7.05582869329911e-5,7.3077540949764345e-6,5.0228224943366784e-5,0.1454909884475523,NA
0,0,0,0,0,NA,NA
6.62909404707355e-5,4.88004021572926e-5,3.41766702331676e-5,1.6078447368937845e-5,4.1336615057533386e-5,0.38896381202378183,NA
8.08284274160722e-5,8.18587391025554e-5,6.28409742996952e-5,1.0694900575212412e-5,5.9055760348383806e-5,0.18109834692027807,NA
8.08284274160722e-5,8.02845325813524e-5,6.22897376830312e-5,1.0549814232502245e-5,5.848812797823951e-5,0.18037531029249732,NA
7.21059352488701e-5,5.50972282421046e-5,3.63816166998235e-5,1.7868954293398158e-5,4.5363433621049094e-5,0.39390656453983197,NA
4.82644566585179e-5,6.08693188198489e-5,6.11872644497032e-5,7.3709180877465665e-6,4.4422989503954146e-5,0.16592575533644516,NA
6.22204441260412e-5,4.46025181007513e-5,3.03180139165196e-5,1.5980213966523918e-5,3.8280297527459e-5,0.4174527106290405,NA
8.08284274160722e-5,8.080926808842e-5,6.33922109163592e-5,1.0061278028821973e-5,5.8772796112418345e-5,0.17118937151768562,NA
7.5594932115751e-5,6.08693188198489e-5,3.74840899331515e-5,1.9218692762042377e-5,4.829175840769844e-5,0.3979704487003858,NA
6.16389446482277e-5,4.77509311431573e-5,3.25229603831756e-5,1.4563130114016455e-5,3.9118991572144265e-5,0.37227774870317787,NA
8.60619227163934e-5,7.45124420036081e-5,5.95335545997113e-5,1.3301076945920667e-5,5.835224906640837e-5,0.2279445464181379,NA
7.38504336823106e-5,5.50972282421046e-5,3.63816166998235e-5,1.8734411634526318e-5,4.601592256469125e-5,0.40712889344310416,NA
7.5594932115751e-5,5.56219637491722e-5,3.69328533164875e-5,1.9334591846471705e-5,4.68710852569706e-5,0.41250574294300757,NA
7.79209300270048e-5,6.08693188198489e-5,3.85865631664795e-5,1.972507313288581e-5,4.9275471286554756e-5,0.40030206952618164,NA
7.03614368154297e-5,5.29982862138339e-5,3.58303800831596e-5,1.726562036134525e-5,4.411393086844211e-5,0.39138702948135135,NA
8.14099268938857e-5,6.61166738905255e-5,4.79575856497674e-5,1.674661760810903e-5,5.305770101057191e-5,0.31563029096892486,NA
7.85024295048183e-5,7.34629709894728e-5,5.84310813663833e-5,1.0442005425706404e-5,5.52096218215952e-5,0.18913379735598954,NA
5.34979519588391e-5,3.83056920159394e-5,2.48056477498797e-5,1.4354466657790272e-5,3.274093959561212e-5,0.43842561744055847,NA
5.34979519588391e-5,3.83056920159394e-5,2.42544111332157e-5,1.4625479688074816e-5,3.267088369901725e-5,0.4476609761405001,NA
5.17534535253987e-5,3.67314854947364e-5,2.09469914332317e-5,1.540480381205832e-5,3.120918356635628e-5,0.4935984236596566,NA
7.5594932115751e-5,6.08693188198489e-5,3.74840899331515e-5,1.9218692762042377e-5,4.829175840769844e-5,0.3979704487003858,NA
6.80354389041759e-5,5.50972282421046e-5,3.63816166998235e-5,1.591454193854609e-5,4.3857206446162523e-5,0.3628717656260708,NA
9.07139185389011e-5,8.29082101166907e-5,6.61483939996792e-5,1.2551796127352442e-5,6.308057969565586e-5,0.1989803547765564,NA
8.25729258495126e-5,6.92650869329315e-5,5.07137687330874e-5,1.6001332630704042e-5,5.4638278536558883e-5,0.2928593846527839,NA
7.79209300270048e-5,7.18887644682698e-5,6.89045770829991e-5,4.593238075136059e-6,5.582687741335244e-5,0.08227646409679844,NA
0,0,0,0,0,NA,NA
8.25729258495126e-5,6.92650869329315e-5,5.12650053497514e-5,1.571245471831278e-5,5.470386821262707e-5,0.28722748923788055,NA
8.37359248051395e-5,7.13640289612021e-5,5.40211884330713e-5,1.4926505965445747e-5,5.601191204121466e-5,0.26648806336878006,NA
4.88459561363314e-5,6.19187898339842e-5,6.33922109163592e-5,8.006908253688968e-6,4.5540966285090945e-5,0.17581770671190708,NA
7.15244357710567e-5,6.08693188198489e-5,3.74840899331515e-5,1.7412378700660693e-5,4.682255580617945e-5,0.37188014197129066,NA
8.14099268938857e-5,8.18587391025554e-5,6.33922109163592e-5,1.0534484520667063e-5,5.9298840358366845e-5,0.17765076782282618,NA
6.51279415151085e-5,4.93251376643603e-5,3.41766702331676e-5,1.5476788367462995e-5,4.102663444502485e-5,0.37723758180071265,NA
5.93129467369738e-5,4.14541050583453e-5,2.81130674498637e-5,1.5654360298350748e-5,3.613361988588339e-5,0.43323531790587533,NA
7.61764315935644e-5,6.87403514258638e-5,4.90600588830954e-5,1.4011345829972246e-5,5.199704693312396e-5,0.26946426107607513,NA
5.75684483035334e-5,4.14541050583453e-5,2.92155406831916e-5,1.422053612864248e-5,3.5614657543428196e-5,0.3992888633367339,NA
7.79209300270048e-5,6.08693188198489e-5,3.85865631664795e-5,1.972507313288581e-5,4.9275471286554756e-5,0.40030206952618164,NA
8.89694201054607e-5,8.34329456237583e-5,7.33144700163111e-5,7.938446117879015e-6,6.341382046585228e-5,0.1251847950424906,NA
4.47754597916371e-5,5.77209057774429e-5,6.00847912163753e-5,8.241643796519889e-6,4.27057001454938e-5,0.1929869728968611,NA
5.75684483035334e-5,3.98798985371424e-5,2.64593575998717e-5,1.5603264809518232e-5,3.487774231251643e-5,0.4473702646721704,NA
5.75684483035334e-5,3.8830427523007e-5,2.53568843665437e-5,1.6177322807082417e-5,3.448327075004163e-5,0.469135393923237,NA
7.61764315935644e-5,7.13640289612021e-5,5.34699518164073e-5,1.1964819540568927e-5,5.324380797793568e-5,0.22471757740406484,NA
4.65199582250775e-5,5.87703767915782e-5,6.11872644497032e-5,7.863883401278341e-6,4.358537071690931e-5,0.1804248368645281,NA
6.16389446482277e-5,4.40777825936837e-5,2.92155406831916e-5,1.6230412666718528e-5,3.779067014795539e-5,0.4294820018585104,NA
7.61764315935644e-5,6.92650869329315e-5,5.07137687330874e-5,1.3167290862311307e-5,5.233064453047365e-5,0.25161721168260426,NA
7.32689342044971e-5,5.56219637491722e-5,3.63816166998235e-5,1.8449393456701545e-5,4.593047702754859e-5,0.4016808587821939,NA
5.34979519588391e-5,3.83056920159394e-5,2.42544111332157e-5,1.4625479688074816e-5,3.267088369901725e-5,0.4476609761405001,NA
4.88459561363314e-5,6.13940543269165e-5,6.39434475330232e-5,8.081753320423842e-6,4.5566302829173735e-5,0.17736249857097283,NA
4.65199582250775e-5,5.87703767915782e-5,6.11872644497032e-5,7.863883401278341e-6,4.358537071690931e-5,0.1804248368645281,NA
5.23349530032122e-5,6.66414093975931e-5,6.89045770829991e-5,8.984700557819037e-6,4.921641001040586e-5,0.18255497619430988,NA
7.90839289826318e-5,6.40177318622548e-5,4.35476927164555e-5,1.783646492566149e-5,5.11214546217509e-5,0.3489037050614855,NA
7.73394305491914e-5,7.13640289612021e-5,5.45724250497353e-5,1.1803953613582165e-5,5.3769959543427746e-5,0.21952692012067826,NA
8.60619227163934e-5,7.45124420036081e-5,5.95335545997113e-5,1.3301076945920667e-5,5.835224906640837e-5,0.2279445464181379,NA
4.82644566585179e-5,6.03445833127812e-5,6.22897376830312e-5,7.598482231381452e-6,4.462431497142794e-5,0.17027672550820352,NA
8.83879206276473e-5,8.2383474609623e-5,6.50459207663512e-5,1.2120871137398114e-5,6.19845467852549e-5,0.19554666067642312,NA
7.4431933160124e-5,5.82456412845105e-5,3.69328533164875e-5,1.8807852813704713e-5,4.7104570143706676e-5,0.3992787272301965,NA
8.60619227163934e-5,7.45124420036081e-5,6.00847912163753e-5,1.3015112836894476e-5,5.841856719331782e-5,0.2227906890257179,NA
7.21059352488701e-5,5.50972282421046e-5,3.63816166998235e-5,1.7868954293398158e-5,4.5363433621049094e-5,0.39390656453983197,NA
7.79209300270048e-5,7.18887644682698e-5,5.51236616663993e-5,1.1812219224110964e-5,5.418639384644622e-5,0.21799234799762673,NA
8.02469279382587e-5,7.76608550460141e-5,6.17385010663672e-5,1.0023065021317373e-5,5.7417337267989344e-5,0.1745651313389156,NA
8.78064211498338e-5,8.18587391025554e-5,6.39434475330232e-5,1.2421581378079235e-5,6.15075472908729e-5,0.20195214937342287,NA
7.61764315935644e-5,6.97898224399991e-5,5.23674785830794e-5,1.232337268097114e-5,5.266427632440351e-5,0.23399870920206206,NA
8.4317424282953e-5,7.34629709894728e-5,5.84310813663833e-5,1.2999228256165356e-5,5.7302676223743615e-5,0.2268520270398657,NA
8.25729258495126e-5,8.34329456237583e-5,6.78021038496712e-5,8.786732717850237e-6,6.0648677010198085e-5,0.144879215030078,NA
7.61764315935644e-5,6.08693188198489e-5,3.74840899331515e-5,1.948620851917494e-5,4.850401221643494e-5,0.40174426050000656,NA
6.28019436038547e-5,4.5127253607819e-5,3.03180139165196e-5,1.6263014965569643e-5,3.8627556523440736e-5,0.421021064475062,NA
6.10574451704142e-5,4.40777825936837e-5,2.92155406831916e-5,1.5932681596846864e-5,3.757086251103409e-5,0.42407015788279107,NA
7.85024295048183e-5,7.34629709894728e-5,5.84310813663833e-5,1.0442005425706404e-5,5.52096218215952e-5,0.18913379735598954,NA
6.62909404707355e-5,5.24735507067663e-5,3.52791434664956e-5,1.55365131956192e-5,4.239503695990415e-5,0.3664700943724411,NA
6.10574451704142e-5,4.40777825936837e-5,2.92155406831916e-5,1.5932681596846864e-5,3.757086251103409e-5,0.42407015788279107,NA
5.29164524810257e-5,6.61166738905255e-5,6.94558136996631e-5,8.745914945898565e-6,4.930871375427822e-5,0.1773705757055919,NA
5.17534535253987e-5,3.67314854947364e-5,2.09469914332317e-5,1.540480381205832e-5,3.120918356635628e-5,0.4935984236596566,NA
7.90839289826318e-5,7.29382354824051e-5,7.00070503163271e-5,4.6323342100101465e-6,5.6665387247843533e-5,0.08174892001971512,NA
8.66434221942069e-5,7.71361195389464e-5,6.11872644497032e-5,1.2863195232584174e-5,5.945750035386017e-5,0.2163426843716792,NA
4.7101457702891e-5,6.08693188198489e-5,6.06360278330392e-5,7.882396135569732e-6,4.412230012283721e-5,0.1786488037483316,NA
6.97799373376163e-5,5.24735507067663e-5,3.58303800831596e-5,1.697585827185468e-5,4.376493159984922e-5,0.38788723416885595,NA
6.51279415151085e-5,4.8275666650225e-5,3.30741969998396e-5,1.6033955558456265e-5,4.062794018090734e-5,0.39465342045549356,NA
4.5938458747264e-5,5.82456412845105e-5,6.06360278330392e-5,7.886689492298897e-6,4.3176704339278146e-5,0.18266075683604968,NA
7.09429362932432e-5,5.50972282421046e-5,3.63816166998235e-5,1.7300507656722968e-5,4.4930572222973566e-5,0.38504979573522996,NA
