"","Individual","tribs"
"80","13","Nowitna"
"81","13","Koyokuk.mouth"
"82","13","Hogatza"
"83","13","Henshaw"
"84","14","Stewart"
"85","14","Fortymile"
"86","14","Klondike"
"87","14","McQuesten"
"88","15","Innoko"
"89","15","Nenana"
"90","15","Kantishna"
"91","15","Nowitna"
"92","15","Tanana.mouth"
"93","15","Hogatza"
"94","15","Henshaw"
"95","15","Colleen"
"96","16","Tanana.mouth"
"97","16","Upper.Yukon.Canada"
"98","16",NA
"99","16","Nation"
"100","16","Koyokuk.mouth"
"101","16","Black.Salmon.Fork"
"102","16","Alatna"
"103","16","Chandlar.Teedriinjik"
"104","16","John"
"105","16","North.Fork.Koyokuk"
"106","17","Innoko"
"107","17","Kantishna"
"108","17","Tanana.mouth"
"109","17","Nowitna"
"110","17","Black.Salmon.Fork"
"111","17","South.Fork.Koyokuk"
"112","17","Sheenjek"
"113","17","Colleen"
"114","18","SMS.Yukon.Canada.Tahkini"
"115","18","Kluane.Donjek.Tincup"
"116","18","Nisling"
"117","18","Upper.Yukon.Canada"
"118","18","Fortymile"
"119","19","SMS.Yukon.Canada.Tahkini"
"120","19","White"
"121","19","Andreafsky"
"122","19","Kluane.Donjek.Tincup"
"123","19","Anvik"
"124","19","Nordenskiold"
"125","19","Innoko"
"126","19","Kantishna"
"127","19","Nowitna"
"128","19","Koyokuk.mouth"
"129","19","Hogatza"
"130","20","Swift"
"131","20","Nisutlin"
"132","20","Big.Salmon"
"133","20","Pelly.ab.Macm"
"134","20","Tanana.mouth"
"135","20","Upper.Yukon.Canada"
"136","20",NA
"137","20","Fortymile"
"138","20","Koyokuk.mouth"
"139","20","Miner"
"140","20","Alatna"
"141","20","Black.Salmon.Fork"
"142","20","John"
"143","20","Fishing.Branch"
"144","20","North.Fork.Koyokuk"
"145","20","Chandlar.Teedriinjik"
"146","20","Middle.Fork.Koyokuk"
"147","21","Stewart"
"148","21","Fortymile"
"149","21","McQuesten"
"150","21","Klondike"
"151","21","Chena"
"152","22","Swift"
"153","22","Big.Salmon"
"154","22","Nisutlin"
"155","22","Pelly.ab.Macm"
"156","22","Pelly"
"157","22","Upper.Yukon.Canada"
"158","22",NA
"159","22","Tanana.mouth"
"160","22","Fortymile"
"161","22","Miner"
"162","22","Koyokuk.mouth"
"163","22","Black.Salmon.Fork"
"164","22","Alatna"
"165","22","Porcupine.Canada"
"166","22","Chandlar.Teedriinjik"
"167","22","John"
"168","22","Fishing.Branch"
"169","22","North.Fork.Koyokuk"
"170","22","Middle.Fork.Koyokuk"
"171","23","Nisutlin"
"172","23","Teslin"
"173","23","Nisling"
"174","23","Upper.Yukon.Canada"
"175","23","White"
"176","23","Kantishna"
"177","23","Tanana.mouth"
"178","23","Nowitna"
"179","23","Fortymile"
"180","23","Koyokuk.mouth"
"181","23",NA
"182","23","Black.Salmon.Fork"
"183","23","South.Fork.Koyokuk"
"184","23","Sheenjek"
"185","23","Colleen"
"186","23","Porcupine.Canada"
"187","23","Chandlar.Teedriinjik"
"188","24","Teslin"
"189","24","Nisutlin"
"190","24","Nisling"
"191","24","Upper.Yukon.Canada"
"192","24","White"
"193","24","Kantishna"
"194","24","Innoko"
"195","24","Tanana.mouth"
"196","24","Nowitna"
"197","24","Koyokuk.mouth"
"198","24",NA
"199","24","Black.Salmon.Fork"
"200","24","Kanuti"
"201","24","South.Fork.Koyokuk"
"202","24","Sheenjek"
"203","24","Fishing.Branch"
"204","24","Whitestone"
"205","24","Chandlar.Teedriinjik"
"206","24","Porcupine.Canada"
"207","24","Colleen"
"208","25","Macmillan"
"209","25","Tanana.mouth"
"210","25","Klondike"
"211","25","Salcha"
"212","25","Charly"
"213","26","Nisutlin"
"214","26","Big.Salmon"
"215","26","Pelly.ab.Macm"
"216","26","Pelly"
"217","26","Upper.Yukon.Canada"
"218","26","Tanana.mouth"
"219","26","Fortymile"
"220","26",NA
"221","26","Nation"
"222","26","Miner"
"223","26","Black.Salmon.Fork"
"224","26","Alatna"
"225","26","Porcupine.Canada"
"226","26","Chandlar.Teedriinjik"
"227","26","John"
"228","26","Fishing.Branch"
"229","26","North.Fork.Koyokuk"
"230","27","Stewart"
"231","27","Kantishna"
"232","27","Fortymile"
"233","27","Goodpaster"
"234","27","Salcha"
"235","27","Klondike"
"236","27","Chena"
"237","28","Stewart"
"238","28","Kantishna"
"239","28","Macmillan"
"240","28","Fortymile"
"241","28","Goodpaster"
"242","28","Salcha"
"243","28","Klondike"
"244","28","Chena"
"245","29","Pelly.ab.Macm"
"246","29","Pelly"
"247","29","Upper.Yukon.Canada"
"248","29","Tanana.mouth"
"249","29","Macmillan"
"250","29","Fortymile"
"251","29",NA
"252","29","Nation"
"253","29","Miner"
"254","29","Black.Salmon.Fork"
"255","29","Alatna"
"256","29","Porcupine.Canada"
"257","29","Chandlar.Teedriinjik"
"258","29","John"
"259","29","Fishing.Branch"
"260","29","North.Fork.Koyokuk"
"261","30","Nisutlin"
"262","30","Big.Salmon"
"263","30","Pelly.ab.Macm"
"264","30","Pelly"
"265","30","Upper.Yukon.Canada"
"266","30","Tanana.mouth"
"267","30","Fortymile"
"268","30",NA
"269","30","Nation"
"270","30","Miner"
"271","30","Koyokuk.mouth"
"272","30","Black.Salmon.Fork"
"273","30","Alatna"
"274","30","Porcupine.Canada"
"275","30","Chandlar.Teedriinjik"
"276","30","John"
"277","30","Fishing.Branch"
"278","30","North.Fork.Koyokuk"
"279","31","Pelly.ab.Macm"
"280","31","Macmillan"
"281","31","Tanana.mouth"
"282","31","Pelly"
"283","31","Salcha"
"284","31","Charly"
"285","32","SMS.Yukon.Canada.Tahkini"
"286","32","White"
"287","32","Kantishna"
"288","33","Stewart"
"289","33","Kantishna"
"290","33","Macmillan"
"291","33","Fortymile"
"292","33","Goodpaster"
"293","33","Salcha"
"294","33","Klondike"
"295","34","Teslin"
"296","34","Nisutlin"
"297","34","Nisling"
"298","34","White"
"299","34","Upper.Yukon.Canada"
"300","34","Innoko"
"301","34","Nenana"
"302","34","Kantishna"
"303","34","Nowitna"
"304","34","Koyokuk.mouth"
"305","34",NA
"306","34","Kanuti"
"307","34","Black.Salmon.Fork"
"308","34","South.Fork.Koyokuk"
"309","34","Fishing.Branch"
"310","34","Whitestone"
"311","34","Chandlar.Teedriinjik"
"312","34","Sheenjek"
"313","34","Porcupine.mouth"
"314","34","Porcupine.Canada"
"315","35","Teslin"
"316","35","Nisutlin"
"317","35","Nisling"
"318","35","White"
"319","35","Upper.Yukon.Canada"
"320","35","Innoko"
"321","35","Nenana"
"322","35","Kantishna"
"323","35","Nowitna"
"324","35","Koyokuk.mouth"
"325","35",NA
"326","35","Black.Salmon.Fork"
"327","35","Kanuti"
"328","35","South.Fork.Koyokuk"
"329","35","Fishing.Branch"
"330","35","Whitestone"
"331","35","Chandlar.Teedriinjik"
"332","35","Sheenjek"
"333","35","Porcupine.mouth"
"334","35","Porcupine.Canada"
"335","36","Kantishna"
"336","36","Macmillan"
"337","36","Stewart"
"338","36","Klondike"
"339","36","Tanana.mouth"
"340","36","Salcha"
"341","36","Charly"
"342","37","Stewart"
"343","37","Kantishna"
"344","37","Macmillan"
"345","37","Fortymile"
"346","37","Goodpaster"
"347","37","Salcha"
"348","37","Klondike"
"349","37","Chena"
"350","38","Swift"
"351","38",NA
"352","38","Nisutlin"
"353","38","Big.Salmon"
"354","38","White"
"355","38","Tanana.mouth"
"356","38","Upper.Yukon.Canada"
"357","38","Fortymile"
"358","38","Tozitna"
"359","38","Koyokuk.mouth"
"360","38","Kandik"
"361","38","Miner"
"362","38","Black.Salmon.Fork"
"363","38","Alatna"
"364","38","Porcupine.mouth"
"365","38","Chandlar.Teedriinjik"
"366","38","Fishing.Branch"
"367","38","Middle.Fork.Koyokuk"
"368","38","North.Fork.Koyokuk"
"369","38","Porcupine.Canada"
"370","39","Pelly.ab.Macm"
"371","39","Pelly"
"372","39","Macmillan"
"373","39","Tanana.mouth"
"374","39","Charly"
"375","39","Nation"
"376","39","Black.Salmon.Fork"
"377","40","McQuesten"
"378","40","Chena"
"379","41","SMS.Yukon.Canada.Tahkini"
"380","41","Nisutlin"
"381","41","Teslin"
"382","41","Nisling"
"383","41","Upper.Yukon.Canada"
"384","41","White"
"385","41","Kantishna"
"386","41","Tanana.mouth"
"387","41","Nowitna"
"388","41","Fortymile"
"389","41",NA
"390","41","Black.Salmon.Fork"
"391","41","South.Fork.Koyokuk"
"392","41","Sheenjek"
"393","41","Colleen"
"394","41","Porcupine.Canada"
"395","42","Teslin"
"396","42","Nisutlin"
"397","42","Nisling"
"398","42","White"
"399","42","Upper.Yukon.Canada"
"400","42","Innoko"
"401","42","Nenana"
"402","42","Kantishna"
"403","42","Nowitna"
"404","42","Koyokuk.mouth"
"405","42",NA
"406","42","Kanuti"
"407","42","Black.Salmon.Fork"
"408","42","South.Fork.Koyokuk"
"409","42","Fishing.Branch"
"410","42","Porcupine.mouth"
"411","42","Whitestone"
"412","42","Chandlar.Teedriinjik"
"413","42","Sheenjek"
"414","42","Porcupine.Canada"
"415","43","Andreafsky"
"416","43","Anvik"
"417","43","Innoko"
"418","43","Kantishna"
"419","43","Nowitna"
"420","43","Koyokuk.mouth"
"421","43","Hogatza"
"422","44","Kantishna"
"423","44","Innoko"
"424","44","Nenana"
"425","44","Koyokuk.mouth"
"426","44",NA
"427","44","Kandik"
"428","44","Kanuti"
"429","44","South.Fork.Koyokuk"
"430","44","Porcupine.mouth"
"431","44","Chandlar.Teedriinjik"
"432","44","Porcupine.Canada"
"433","44","Sheenjek"
"434","45","Swift"
"435","45","Nisutlin"
"436","45","Big.Salmon"
"437","45","Upper.Yukon.Canada"
"438","45","Fortymile"
"439","45","Miner"
"440","45","Fishing.Branch"
"441","45","Porcupine.Canada"
"442","46","Kantishna"
"443","46","Tanana.mouth"
"444","46","Nowitna"
"445","46","Koyokuk.mouth"
"446","46",NA
"447","46","Black.Salmon.Fork"
"448","46","South.Fork.Koyokuk"
"449","46","Sheenjek"
"450","46","Colleen"
"451","46","Porcupine.Canada"
"452","47","Pelly.ab.Macm"
"453","47","Macmillan"
"454","47","Tanana.mouth"
"455","47","Pelly"
"456","47","Salcha"
"457","47","Charly"
"458","48","Stewart"
"459","48","Kantishna"
"460","48","Macmillan"
"461","48","Fortymile"
"462","48","Salcha"
"463","48","Klondike"
"464","49","Stewart"
"465","49","Kantishna"
"466","49","Macmillan"
"467","49","Salcha"
"468","49","Klondike"
"469","49","Charly"
"470","50","Nisutlin"
"471","50","Big.Salmon"
"472","50","Pelly.ab.Macm"
"473","50","Pelly"
"474","50","Upper.Yukon.Canada"
"475","50","Tanana.mouth"
"476","50","Fortymile"
"477","50",NA
"478","50","Nation"
"479","50","Miner"
"480","50","Koyokuk.mouth"
"481","50","Black.Salmon.Fork"
"482","50","Alatna"
"483","50","Porcupine.Canada"
"484","50","Chandlar.Teedriinjik"
"485","50","John"
"486","50","Fishing.Branch"
"487","50","North.Fork.Koyokuk"
"488","51","SMS.Yukon.Canada.Tahkini"
"489","51","Kluane.Donjek.Tincup"
"490","51","White"
"491","51","Andreafsky"
"492","51","Anvik"
"493","51","Nordenskiold"
"494","51","Innoko"
"495","51","Nenana"
"496","51","Kantishna"
"497","51","Nowitna"
"498","51","Koyokuk.mouth"
"499","51","Hogatza"
"500","52","SMS.Yukon.Canada.Tahkini"
"501","52","White"
"502","52","Andreafsky"
"503","52","Anvik"
"504","52","Nordenskiold"
"505","52","Innoko"
"506","52","Kantishna"
"507","52","Nowitna"
"508","52","Koyokuk.mouth"
"509","52","Hogatza"
"510","53","Teslin"
"511","53",NA
"512","53","Big.Salmon"
"513","53","Nisling"
"514","53","White"
"515","53","Kantishna"
"516","53","Upper.Yukon.Canada"
"517","53","Nenana"
"518","53","Tozitna"
"519","53","Koyokuk.mouth"
"520","53","Kandik"
"521","53","Kanuti"
"522","53","South.Fork.Koyokuk"
"523","53","Fishing.Branch"
"524","53","Porcupine.mouth"
"525","53","Middle.Fork.Koyokuk"
"526","53","Chandlar.Teedriinjik"
"527","53","Porcupine.Canada"
"528","53","Sheenjek"
"529","54","Teslin"
"530","54","Nisutlin"
"531","54","Nisling"
"532","54","White"
"533","54","Upper.Yukon.Canada"
"534","54","Innoko"
"535","54","Nenana"
"536","54","Kantishna"
"537","54","Nowitna"
"538","54","Koyokuk.mouth"
"539","54",NA
"540","54","Kanuti"
"541","54","Black.Salmon.Fork"
"542","54","South.Fork.Koyokuk"
"543","54","Fishing.Branch"
"544","54","Whitestone"
"545","54","Chandlar.Teedriinjik"
"546","54","Porcupine.mouth"
"547","54","Sheenjek"
"548","54","Porcupine.Canada"
"549","55","Swift"
"550","55","Big.Salmon"
"551","55","Nisutlin"
"552","55","Pelly.ab.Macm"
"553","55","Pelly"
"554","55","Upper.Yukon.Canada"
"555","55",NA
"556","55","Tanana.mouth"
"557","55","Fortymile"
"558","55","Miner"
"559","55","Koyokuk.mouth"
"560","55","Black.Salmon.Fork"
"561","55","Alatna"
"562","55","Porcupine.Canada"
"563","55","Chandlar.Teedriinjik"
"564","55","John"
"565","55","Fishing.Branch"
"566","55","North.Fork.Koyokuk"
"567","55","Middle.Fork.Koyokuk"
"568","56","Stewart"
"569","56","Kantishna"
"570","56","Macmillan"
"571","56","Fortymile"
"572","56","Goodpaster"
"573","56","Salcha"
"574","56","Klondike"
"575","56","Chena"
"576","57","Swift"
"577","57","Nisutlin"
"578","57","Big.Salmon"
"579","57","Pelly.ab.Macm"
"580","57","Pelly"
"581","57","Upper.Yukon.Canada"
"582","57",NA
"583","57","Tanana.mouth"
"584","57","Fortymile"
"585","57","Koyokuk.mouth"
"586","57","Miner"
"587","57","Alatna"
"588","57","Black.Salmon.Fork"
"589","57","John"
"590","57","Fishing.Branch"
"591","57","North.Fork.Koyokuk"
"592","57","Chandlar.Teedriinjik"
"593","57","Middle.Fork.Koyokuk"
"594","58","McQuesten"
"595","58","Chena"
"596","59","Teslin"
"597","59","Swift"
"598","59",NA
"599","59","Nisutlin"
"600","59","Big.Salmon"
"601","59","Kantishna"
"602","59","White"
"603","59","Tanana.mouth"
"604","59","Upper.Yukon.Canada"
"605","59","Fortymile"
"606","59","Tozitna"
"607","59","Koyokuk.mouth"
"608","59","Kandik"
"609","59","Black.Salmon.Fork"
"610","59","Alatna"
"611","59","Porcupine.mouth"
"612","59","Chandlar.Teedriinjik"
"613","59","Fishing.Branch"
"614","59","Middle.Fork.Koyokuk"
"615","59","Porcupine.Canada"
"616","60","Kantishna"
"617","60","Macmillan"
"618","60","Stewart"
"619","60","Klondike"
"620","60","Salcha"
"621","60","Charly"
"622","61","Macmillan"
"623","61","Tanana.mouth"
"624","61","Klondike"
"625","61","Salcha"
"626","61","Charly"
"627","62","Teslin"
"628","62","Nisutlin"
"629","62","Big.Salmon"
"630","62","Nisling"
"631","62","White"
"632","62","Kantishna"
"633","62","Upper.Yukon.Canada"
"634","62","Innoko"
"635","62","Nenana"
"636","62","Koyokuk.mouth"
"637","62",NA
"638","62","Kandik"
"639","62","Kanuti"
"640","62","South.Fork.Koyokuk"
"641","62","Fishing.Branch"
"642","62","Porcupine.mouth"
"643","62","Whitestone"
"644","62","Chandlar.Teedriinjik"
"645","62","Porcupine.Canada"
"646","62","Sheenjek"
"647","63","SMS.Yukon.Canada.Tahkini"
"648","63","Kluane.Donjek.Tincup"
"649","63","Innoko"
"650","63","Andreafsky"
"651","63","Upper.Yukon.Canada"
"652","63","Nenana"
"653","63","Kantishna"
"654","63","Nowitna"
"655","63","Tanana.mouth"
"656","63","Hogatza"
"657","63","Henshaw"
"658","64","SMS.Yukon.Canada.Tahkini"
"659","64","Kluane.Donjek.Tincup"
"660","64","Innoko"
"661","64","Nisling"
"662","64","Upper.Yukon.Canada"
"663","64","White"
"664","64","Kantishna"
"665","64","Tanana.mouth"
"666","64","Nowitna"
"667","64","Fortymile"
"668","64","Black.Salmon.Fork"
"669","64","Sheenjek"
"670","64","Colleen"
"671","65","Teslin"
"672","65","Swift"
"673","65",NA
"674","65","Nisutlin"
"675","65","Big.Salmon"
"676","65","Kantishna"
"677","65","White"
"678","65","Tanana.mouth"
"679","65","Upper.Yukon.Canada"
"680","65","Nenana"
"681","65","Fortymile"
"682","65","Tozitna"
"683","65","Koyokuk.mouth"
"684","65","Kandik"
"685","65","Kanuti"
"686","65","Black.Salmon.Fork"
"687","65","Porcupine.mouth"
"688","65","Chandlar.Teedriinjik"
"689","65","Fishing.Branch"
"690","65","Middle.Fork.Koyokuk"
"691","65","Porcupine.Canada"
"692","66","SMS.Yukon.Canada.Tahkini"
"693","66","White"
"694","66","Andreafsky"
"695","66","Anvik"
"696","66","Nordenskiold"
"697","66","Kantishna"
"698","66","Nowitna"
"699","66","Koyokuk.mouth"
"700","66","Hogatza"
"701","67","Stewart"
"702","67","Kantishna"
"703","67","Macmillan"
"704","67","Fortymile"
"705","67","Goodpaster"
"706","67","Salcha"
"707","67","Klondike"
"708","68","Swift"
"709","68","Big.Salmon"
"710","68","Nisutlin"
"711","68","Pelly.ab.Macm"
"712","68","Pelly"
"713","68","Upper.Yukon.Canada"
"714","68",NA
"715","68","Tanana.mouth"
"716","68","Fortymile"
"717","68","Miner"
"718","68","Koyokuk.mouth"
"719","68","Black.Salmon.Fork"
"720","68","Alatna"
"721","68","Porcupine.Canada"
"722","68","Chandlar.Teedriinjik"
"723","68","John"
"724","68","Fishing.Branch"
"725","68","North.Fork.Koyokuk"
"726","68","Middle.Fork.Koyokuk"
"727","69","SMS.Yukon.Canada.Tahkini"
"728","69","White"
"729","69","Andreafsky"
"730","69","Anvik"
"731","69","Nordenskiold"
"732","69","Nowitna"
"733","69","Kantishna"
"734","69","Koyokuk.mouth"
"735","70","Macmillan"
"736","70","Kantishna"
"737","70","Tanana.mouth"
"738","70","Klondike"
"739","70","Salcha"
"740","70","Charly"
"741","71","Pelly.ab.Macm"
"742","71","Macmillan"
"743","71","Tanana.mouth"
"744","71","Pelly"
"745","71","Salcha"
"746","71","Charly"
"747","72","SMS.Yukon.Canada.Tahkini"
"748","72","White"
"749","72","Kluane.Donjek.Tincup"
"750","72","Nordenskiold"
"751","73","Stewart"
"752","73","Fortymile"
"753","73","McQuesten"
"754","73","Klondike"
"755","74","Innoko"
"756","74","Andreafsky"
"757","74","Nenana"
"758","74","Kantishna"
"759","74","Nowitna"
"760","74","Tanana.mouth"
"761","74","Hogatza"
"762","74","Henshaw"
"763","74","Colleen"
"764","75","Teslin"
"765","75",NA
"766","75","Big.Salmon"
"767","75","Nisling"
"768","75","White"
"769","75","Kantishna"
"770","75","Upper.Yukon.Canada"
"771","75","Nenana"
"772","75","Tozitna"
"773","75","Koyokuk.mouth"
"774","75","Kandik"
"775","75","Kanuti"
"776","75","South.Fork.Koyokuk"
"777","75","Fishing.Branch"
"778","75","Porcupine.mouth"
"779","75","Middle.Fork.Koyokuk"
"780","75","Chandlar.Teedriinjik"
"781","75","Porcupine.Canada"
"782","75","Sheenjek"
"783","76","SMS.Yukon.Canada.Tahkini"
"784","76","White"
"785","76","Andreafsky"
"786","76","Kluane.Donjek.Tincup"
"787","76","Anvik"
"788","76","Nordenskiold"
"789","76","Innoko"
"790","76","Kantishna"
"791","76","Nowitna"
"792","76","Koyokuk.mouth"
"793","76","Hogatza"
"794","77","Teslin"
"795","77",NA
"796","77","Big.Salmon"
"797","77","Nisling"
"798","77","White"
"799","77","Kantishna"
"800","77","Upper.Yukon.Canada"
"801","77","Nenana"
"802","77","Koyokuk.mouth"
"803","77","Kandik"
"804","77","Kanuti"
"805","77","South.Fork.Koyokuk"
"806","77","Fishing.Branch"
"807","77","Porcupine.mouth"
"808","77","Middle.Fork.Koyokuk"
"809","77","Chandlar.Teedriinjik"
"810","77","Porcupine.Canada"
"811","77","Sheenjek"
"812","78","Swift"
"813","78",NA
"814","78","Nisutlin"
"815","78","Big.Salmon"
"816","78","White"
"817","78","Tanana.mouth"
"818","78","Upper.Yukon.Canada"
"819","78","Fortymile"
"820","78","Tozitna"
"821","78","Koyokuk.mouth"
"822","78","Miner"
"823","78","Black.Salmon.Fork"
"824","78","Alatna"
"825","78","Porcupine.mouth"
"826","78","Chandlar.Teedriinjik"
"827","78","Fishing.Branch"
"828","78","Middle.Fork.Koyokuk"
"829","78","North.Fork.Koyokuk"
"830","78","Porcupine.Canada"
"831","79","SMS.Yukon.Canada.Tahkini"
"832","79","Kluane.Donjek.Tincup"
"833","79","Innoko"
"834","79","Nisling"
"835","79","Upper.Yukon.Canada"
"836","79","Nenana"
"837","79","Kantishna"
"838","79","Tanana.mouth"
"839","79","Nowitna"
"840","79","Fortymile"
"841","79","Henshaw"
"842","79","Colleen"
"843","80","Stewart"
"844","80","Kantishna"
"845","80","Macmillan"
"846","80","Salcha"
"847","80","Klondike"
"848","81","Nisutlin"
"849","81","Big.Salmon"
"850","81","Pelly.ab.Macm"
"851","81","Pelly"
"852","81","Upper.Yukon.Canada"
"853","81","Tanana.mouth"
"854","81","Fortymile"
"855","81",NA
"856","81","Nation"
"857","81","Miner"
"858","81","Black.Salmon.Fork"
"859","81","Alatna"
"860","81","Porcupine.Canada"
"861","81","Chandlar.Teedriinjik"
"862","81","John"
"863","81","Fishing.Branch"
"864","81","North.Fork.Koyokuk"
"865","82","Teslin"
"866","82","Nisutlin"
"867","82","Nisling"
"868","82","Upper.Yukon.Canada"
"869","82","White"
"870","82","Kantishna"
"871","82","Innoko"
"872","82","Nowitna"
"873","82","Koyokuk.mouth"
"874","82",NA
"875","82","Black.Salmon.Fork"
"876","82","Kanuti"
"877","82","South.Fork.Koyokuk"
"878","82","Fishing.Branch"
"879","82","Sheenjek"
"880","82","Whitestone"
"881","82","Chandlar.Teedriinjik"
"882","82","Porcupine.Canada"
"883","82","Colleen"
"884","83","SMS.Yukon.Canada.Tahkini"
"885","83","White"
"886","83","Andreafsky"
"887","83","Anvik"
"888","83","Nordenskiold"
"889","83","Kantishna"
"890","83","Nowitna"
"891","83","Koyokuk.mouth"
"892","83","Hogatza"
"893","84","Pelly.ab.Macm"
"894","84","Pelly"
"895","84","Macmillan"
"896","84","Tanana.mouth"
"897","84","Charly"
"898","84","Nation"
"899","84","Black.Salmon.Fork"
"900","85","SMS.Yukon.Canada.Tahkini"
"901","85","Kluane.Donjek.Tincup"
"902","85","White"
"903","85","Andreafsky"
"904","85","Anvik"
"905","85","Upper.Yukon.Canada"
"906","85","Innoko"
"907","85","Nenana"
"908","85","Kantishna"
"909","85","Nowitna"
"910","85","Koyokuk.mouth"
"911","85","Hogatza"
"912","85","Henshaw"
"913","86","Teslin"
"914","86","Nisutlin"
"915","86","Nisling"
"916","86","White"
"917","86","Upper.Yukon.Canada"
"918","86","Kantishna"
"919","86","Innoko"
"920","86","Nenana"
"921","86","Nowitna"
"922","86","Koyokuk.mouth"
"923","86",NA
"924","86","Black.Salmon.Fork"
"925","86","Kanuti"
"926","86","South.Fork.Koyokuk"
"927","86","Fishing.Branch"
"928","86","Whitestone"
"929","86","Chandlar.Teedriinjik"
"930","86","Sheenjek"
"931","86","Porcupine.mouth"
"932","86","Porcupine.Canada"
"933","87","SMS.Yukon.Canada.Tahkini"
"934","87","Nisutlin"
"935","87","Teslin"
"936","87","Nisling"
"937","87","Upper.Yukon.Canada"
"938","87","White"
"939","87","Kantishna"
"940","87","Tanana.mouth"
"941","87","Nowitna"
"942","87","Fortymile"
"943","87",NA
"944","87","Black.Salmon.Fork"
"945","87","South.Fork.Koyokuk"
"946","87","Sheenjek"
"947","87","Colleen"
"948","87","Porcupine.Canada"
"949","88","Nisutlin"
"950","88","Teslin"
"951","88","Nisling"
"952","88","Upper.Yukon.Canada"
"953","88","White"
"954","88","Kantishna"
"955","88","Innoko"
"956","88","Tanana.mouth"
"957","88","Nowitna"
"958","88","Koyokuk.mouth"
"959","88",NA
"960","88","Black.Salmon.Fork"
"961","88","South.Fork.Koyokuk"
"962","88","Sheenjek"
"963","88","Whitestone"
"964","88","Chandlar.Teedriinjik"
"965","88","Colleen"
"966","88","Porcupine.Canada"
"967","89","Teslin"
"968","89","Swift"
"969","89",NA
"970","89","Nisutlin"
"971","89","Big.Salmon"
"972","89","Kantishna"
"973","89","White"
"974","89","Tanana.mouth"
"975","89","Upper.Yukon.Canada"
"976","89","Nenana"
"977","89","Fortymile"
"978","89","Tozitna"
"979","89","Koyokuk.mouth"
"980","89","Kandik"
"981","89","Kanuti"
"982","89","Black.Salmon.Fork"
"983","89","Porcupine.mouth"
"984","89","Chandlar.Teedriinjik"
"985","89","Fishing.Branch"
"986","89","Middle.Fork.Koyokuk"
"987","89","Porcupine.Canada"
"988","90","Swift"
"989","90",NA
"990","90","Nisutlin"
"991","90","Big.Salmon"
"992","90","Pelly.ab.Macm"
"993","90","Tanana.mouth"
"994","90","Upper.Yukon.Canada"
"995","90","Fortymile"
"996","90","Koyokuk.mouth"
"997","90","Miner"
"998","90","Alatna"
"999","90","Black.Salmon.Fork"
"1000","90","Chandlar.Teedriinjik"
"1001","90","John"
"1002","90","Fishing.Branch"
"1003","90","North.Fork.Koyokuk"
"1004","90","Porcupine.Canada"
"1005","90","Middle.Fork.Koyokuk"
"1006","91","SMS.Yukon.Canada.Tahkini"
"1007","91","Nisutlin"
"1008","91","Teslin"
"1009","91","Nisling"
"1010","91","Upper.Yukon.Canada"
"1011","91","White"
"1012","91","Kantishna"
"1013","91","Tanana.mouth"
"1014","91","Nowitna"
"1015","91","Fortymile"
"1016","91","Koyokuk.mouth"
"1017","91",NA
"1018","91","Black.Salmon.Fork"
"1019","91","South.Fork.Koyokuk"
"1020","91","Sheenjek"
"1021","91","Colleen"
