number,mixture_collection,indiv,repunit,collection,PofZ,n_miss_loci,TF_YEAR_ID,FishID,QC_or_RR
22838,2017,KLYUTF17_0102,middle,Beaver_Ck,0.197411692,0,KLYUTF17,102,
22839,2017,KLYUTF17_0102,middle,Chandalar_R,4.14E-05,0,KLYUTF17,102,
22840,2017,KLYUTF17_0102,middle,Sheenjek_R,0.00019878,0,KLYUTF17,102,
22841,2017,KLYUTF17_0102,middle,Coleen_R,0.000158146,0,KLYUTF17,102,
22842,2017,KLYUTF17_0102,upper,Kandik_R,1.08E-05,0,KLYUTF17,102,
22843,2017,KLYUTF17_0102,upper,Chandindu_R,2.98E-06,0,KLYUTF17,102,
22844,2017,KLYUTF17_0102,upper,Klondike_R,1.01E-05,0,KLYUTF17,102,
22845,2017,KLYUTF17_0102,upper,Porcupine_R,8.34E-05,0,KLYUTF17,102,
22846,2017,KLYUTF17_0102,upper,Stewart_R,0.009507331,0,KLYUTF17,102,
22847,2017,KLYUTF17_0102,upper,Mayo_R,0.000107961,0,KLYUTF17,102,
22848,2017,KLYUTF17_0102,upper,Pelly_R,2.95E-05,0,KLYUTF17,102,
22849,2017,KLYUTF17_0102,upper,Blind_CK,4.96E-05,0,KLYUTF17,102,
22850,2017,KLYUTF17_0102,upper,Tincup_Creek,2.33E-07,0,KLYUTF17,102,
22851,2017,KLYUTF17_0102,upper,Yukon_R_Mainstem,0.000216859,0,KLYUTF17,102,
22852,2017,KLYUTF17_0102,upper,Tatchun_CK,0.000133056,0,KLYUTF17,102,
22853,2017,KLYUTF17_0102,upper,Nordenskiold_R,1.37E-06,0,KLYUTF17,102,
22854,2017,KLYUTF17_0102,upper,Little_Salmon_R,2.53E-05,0,KLYUTF17,102,
22855,2017,KLYUTF17_0102,upper,Big_Salmon_R,4.85E-06,0,KLYUTF17,102,
22856,2017,KLYUTF17_0102,upper,Nisutlin_R,1.33E-05,0,KLYUTF17,102,
22857,2017,KLYUTF17_0102,upper,Teslin_R,0.005996635,0,KLYUTF17,102,
22858,2017,KLYUTF17_0102,upper,Morley_R,2.96E-05,0,KLYUTF17,102,
22859,2017,KLYUTF17_0102,upper,Takhini_R,1.19E-05,0,KLYUTF17,102,
22860,2017,KLYUTF17_0102,upper,Whitehorse,0.000922987,0,KLYUTF17,102,
22861,2017,KLYUTF17_0104,lower,Andreafsky_R,2.02E-06,0,KLYUTF17,104,
22862,2017,KLYUTF17_0104,lower,Anvik_R,4.14E-05,0,KLYUTF17,104,
22863,2017,KLYUTF17_0104,lower,Nulato_R,3.07E-05,0,KLYUTF17,104,
22864,2017,KLYUTF17_0104,lower,Gisasa_R,0.027568743,0,KLYUTF17,104,
22865,2017,KLYUTF17_0104,lower,Kateel_R,0.003188469,0,KLYUTF17,104,
22866,2017,KLYUTF17_0104,lower,Tozitna_R,0.052514558,0,KLYUTF17,104,
22867,2017,KLYUTF17_0104,middle,S_Fk_Koyukuk_R,0.001771712,0,KLYUTF17,104,
22868,2017,KLYUTF17_0104,middle,Henshaw_Creek,0.0002948,0,KLYUTF17,104,
22869,2017,KLYUTF17_0104,middle,Kantishna_R,0.025180927,0,KLYUTF17,104,
22870,2017,KLYUTF17_0104,middle,Chatanika_R,0.000123689,0,KLYUTF17,104,
22871,2017,KLYUTF17_0104,middle,Chena_R,0.000967148,0,KLYUTF17,104,
22872,2017,KLYUTF17_0104,middle,Salcha_R,0.061027644,0,KLYUTF17,104,
22873,2017,KLYUTF17_0104,middle,Goodpaster_R,0.000182023,0,KLYUTF17,104,
22874,2017,KLYUTF17_0104,middle,Beaver_Ck,0.513928471,0,KLYUTF17,104,
22875,2017,KLYUTF17_0104,middle,Chandalar_R,0.000244278,0,KLYUTF17,104,
22876,2017,KLYUTF17_0104,middle,Sheenjek_R,0.000896246,0,KLYUTF17,104,
22877,2017,KLYUTF17_0104,middle,Coleen_R,0.000150644,0,KLYUTF17,104,
22878,2017,KLYUTF17_0104,upper,Kandik_R,8.07E-06,0,KLYUTF17,104,
22879,2017,KLYUTF17_0104,upper,Chandindu_R,3.57E-06,0,KLYUTF17,104,
22880,2017,KLYUTF17_0104,upper,Klondike_R,3.67E-06,0,KLYUTF17,104,
22881,2017,KLYUTF17_0104,upper,Porcupine_R,0.000836813,0,KLYUTF17,104,
22882,2017,KLYUTF17_0104,upper,Stewart_R,0.132561871,0,KLYUTF17,104,
22883,2017,KLYUTF17_0104,upper,Mayo_R,0.003325172,0,KLYUTF17,104,
22884,2017,KLYUTF17_0104,upper,Pelly_R,0.00018496,0,KLYUTF17,104,
22885,2017,KLYUTF17_0104,upper,Blind_CK,0.00220542,0,KLYUTF17,104,
22886,2017,KLYUTF17_0104,upper,Tincup_Creek,0.005346762,0,KLYUTF17,104,
22887,2017,KLYUTF17_0104,upper,Yukon_R_Mainstem,0.007129682,0,KLYUTF17,104,
22888,2017,KLYUTF17_0104,upper,Tatchun_CK,0.003256782,0,KLYUTF17,104,
22889,2017,KLYUTF17_0104,upper,Nordenskiold_R,9.08E-05,0,KLYUTF17,104,
22890,2017,KLYUTF17_0104,upper,Little_Salmon_R,0.001765587,0,KLYUTF17,104,
22891,2017,KLYUTF17_0104,upper,Big_Salmon_R,0.001427134,0,KLYUTF17,104,
22892,2017,KLYUTF17_0104,upper,Nisutlin_R,0.002349549,0,KLYUTF17,104,
22893,2017,KLYUTF17_0104,upper,Teslin_R,0.140238219,0,KLYUTF17,104,
22894,2017,KLYUTF17_0104,upper,Morley_R,0.003757421,0,KLYUTF17,104,
22895,2017,KLYUTF17_0104,upper,Takhini_R,9.62E-06,0,KLYUTF17,104,
22896,2017,KLYUTF17_0104,upper,Whitehorse,0.007385511,0,KLYUTF17,104,
22897,2017,KLYUTF17_0107,lower,Andreafsky_R,7.76E-06,0,KLYUTF17,107,
22898,2017,KLYUTF17_0107,lower,Anvik_R,2.28E-05,0,KLYUTF17,107,
22899,2017,KLYUTF17_0107,lower,Nulato_R,4.80E-06,0,KLYUTF17,107,
22900,2017,KLYUTF17_0107,lower,Gisasa_R,0.003701381,0,KLYUTF17,107,
22901,2017,KLYUTF17_0107,lower,Kateel_R,0.000502993,0,KLYUTF17,107,
22902,2017,KLYUTF17_0107,lower,Tozitna_R,0.000278713,0,KLYUTF17,107,
22903,2017,KLYUTF17_0107,middle,S_Fk_Koyukuk_R,3.81E-08,0,KLYUTF17,107,
22904,2017,KLYUTF17_0107,middle,Henshaw_Creek,2.08E-07,0,KLYUTF17,107,
22905,2017,KLYUTF17_0107,middle,Kantishna_R,6.81E-05,0,KLYUTF17,107,
22906,2017,KLYUTF17_0107,middle,Chatanika_R,6.64E-08,0,KLYUTF17,107,
22907,2017,KLYUTF17_0107,middle,Chena_R,1.39E-06,0,KLYUTF17,107,
22908,2017,KLYUTF17_0107,middle,Salcha_R,0.000218882,0,KLYUTF17,107,
22909,2017,KLYUTF17_0107,middle,Goodpaster_R,3.33E-07,0,KLYUTF17,107,
22910,2017,KLYUTF17_0107,middle,Beaver_Ck,0.001035619,0,KLYUTF17,107,
22911,2017,KLYUTF17_0107,middle,Chandalar_R,9.06E-07,0,KLYUTF17,107,
22912,2017,KLYUTF17_0107,middle,Sheenjek_R,8.98E-07,0,KLYUTF17,107,
22913,2017,KLYUTF17_0107,middle,Coleen_R,1.42E-06,0,KLYUTF17,107,
22914,2017,KLYUTF17_0107,upper,Kandik_R,8.12E-07,0,KLYUTF17,107,
22915,2017,KLYUTF17_0107,upper,Chandindu_R,1.89E-07,0,KLYUTF17,107,
22916,2017,KLYUTF17_0107,upper,Klondike_R,2.16E-06,0,KLYUTF17,107,
22917,2017,KLYUTF17_0107,upper,Porcupine_R,0.000376292,0,KLYUTF17,107,
22918,2017,KLYUTF17_0107,upper,Stewart_R,0.106908986,0,KLYUTF17,107,
22919,2017,KLYUTF17_0107,upper,Mayo_R,0.000258207,0,KLYUTF17,107,
22920,2017,KLYUTF17_0107,upper,Pelly_R,0.000530058,0,KLYUTF17,107,
22921,2017,KLYUTF17_0107,upper,Blind_CK,0.000273245,0,KLYUTF17,107,
22922,2017,KLYUTF17_0107,upper,Tincup_Creek,2.05E-05,0,KLYUTF17,107,
22923,2017,KLYUTF17_0107,upper,Yukon_R_Mainstem,0.009852481,0,KLYUTF17,107,
22924,2017,KLYUTF17_0107,upper,Tatchun_CK,0.000236309,0,KLYUTF17,107,
22925,2017,KLYUTF17_0107,upper,Nordenskiold_R,0.000539845,0,KLYUTF17,107,
22926,2017,KLYUTF17_0107,upper,Little_Salmon_R,0.003845934,0,KLYUTF17,107,
22927,2017,KLYUTF17_0107,upper,Big_Salmon_R,0.000887576,0,KLYUTF17,107,
22928,2017,KLYUTF17_0107,upper,Nisutlin_R,0.006077594,0,KLYUTF17,107,
22929,2017,KLYUTF17_0107,upper,Teslin_R,0.819957323,0,KLYUTF17,107,
22930,2017,KLYUTF17_0107,upper,Morley_R,0.03978546,0,KLYUTF17,107,
22931,2017,KLYUTF17_0107,upper,Takhini_R,0.000104718,0,KLYUTF17,107,
22932,2017,KLYUTF17_0107,upper,Whitehorse,0.004495958,0,KLYUTF17,107,
22933,2017,KLYUTF17_0108,lower,Andreafsky_R,3.31E-07,0,KLYUTF17,108,
22934,2017,KLYUTF17_0108,lower,Anvik_R,6.42E-07,0,KLYUTF17,108,
22935,2017,KLYUTF17_0108,lower,Nulato_R,1.17E-07,0,KLYUTF17,108,
22936,2017,KLYUTF17_0108,lower,Gisasa_R,0.000247711,0,KLYUTF17,108,
22937,2017,KLYUTF17_0108,lower,Kateel_R,2.02E-05,0,KLYUTF17,108,
22938,2017,KLYUTF17_0108,lower,Tozitna_R,0.000458325,0,KLYUTF17,108,
22939,2017,KLYUTF17_0108,middle,S_Fk_Koyukuk_R,4.73E-05,0,KLYUTF17,108,
22940,2017,KLYUTF17_0108,middle,Henshaw_Creek,0.00016898,0,KLYUTF17,108,
22941,2017,KLYUTF17_0108,middle,Kantishna_R,9.53E-07,0,KLYUTF17,108,
22942,2017,KLYUTF17_0108,middle,Chatanika_R,3.64E-05,0,KLYUTF17,108,
22943,2017,KLYUTF17_0108,middle,Chena_R,0.001971584,0,KLYUTF17,108,
22944,2017,KLYUTF17_0108,middle,Salcha_R,0.096722657,0,KLYUTF17,108,
22945,2017,KLYUTF17_0108,middle,Goodpaster_R,1.59E-05,0,KLYUTF17,108,
22946,2017,KLYUTF17_0108,middle,Beaver_Ck,0.324051063,0,KLYUTF17,108,
22947,2017,KLYUTF17_0108,middle,Chandalar_R,0.000411283,0,KLYUTF17,108,
22948,2017,KLYUTF17_0108,middle,Sheenjek_R,0.0019893,0,KLYUTF17,108,
22949,2017,KLYUTF17_0108,middle,Coleen_R,0.000209711,0,KLYUTF17,108,
22950,2017,KLYUTF17_0108,upper,Kandik_R,0.000130606,0,KLYUTF17,108,
22951,2017,KLYUTF17_0108,upper,Chandindu_R,0.003632463,0,KLYUTF17,108,
22952,2017,KLYUTF17_0108,upper,Klondike_R,0.004126428,0,KLYUTF17,108,
22953,2017,KLYUTF17_0108,upper,Porcupine_R,0.00194191,0,KLYUTF17,108,
22954,2017,KLYUTF17_0108,upper,Stewart_R,0.505706129,0,KLYUTF17,108,
22955,2017,KLYUTF17_0108,upper,Mayo_R,0.00025577,0,KLYUTF17,108,
22956,2017,KLYUTF17_0108,upper,Pelly_R,0.002794387,0,KLYUTF17,108,
22957,2017,KLYUTF17_0108,upper,Blind_CK,0.000868576,0,KLYUTF17,108,
22958,2017,KLYUTF17_0108,upper,Tincup_Creek,7.03E-06,0,KLYUTF17,108,
22959,2017,KLYUTF17_0108,upper,Yukon_R_Mainstem,0.000203984,0,KLYUTF17,108,
22960,2017,KLYUTF17_0108,upper,Tatchun_CK,2.87E-05,0,KLYUTF17,108,
22961,2017,KLYUTF17_0108,upper,Nordenskiold_R,0.001386911,0,KLYUTF17,108,
22962,2017,KLYUTF17_0108,upper,Little_Salmon_R,0.000219932,0,KLYUTF17,108,
22963,2017,KLYUTF17_0108,upper,Big_Salmon_R,3.47E-05,0,KLYUTF17,108,
22964,2017,KLYUTF17_0108,upper,Nisutlin_R,0.003671945,0,KLYUTF17,108,
22965,2017,KLYUTF17_0108,upper,Teslin_R,0.00967108,0,KLYUTF17,108,
22966,2017,KLYUTF17_0108,upper,Morley_R,0.038859509,0,KLYUTF17,108,
22967,2017,KLYUTF17_0108,upper,Takhini_R,4.61E-06,0,KLYUTF17,108,
22968,2017,KLYUTF17_0108,upper,Whitehorse,0.000102879,0,KLYUTF17,108,
22969,2017,KLYUTF17_0108qc,lower,Andreafsky_R,3.31E-07,0,KLYUTF17,108,qc
22970,2017,KLYUTF17_0108qc,lower,Anvik_R,6.42E-07,0,KLYUTF17,108,qc
22971,2017,KLYUTF17_0108qc,lower,Nulato_R,1.17E-07,0,KLYUTF17,108,qc
22972,2017,KLYUTF17_0108qc,lower,Gisasa_R,0.000247711,0,KLYUTF17,108,qc
22973,2017,KLYUTF17_0108qc,lower,Kateel_R,2.02E-05,0,KLYUTF17,108,qc
22974,2017,KLYUTF17_0108qc,lower,Tozitna_R,0.000458325,0,KLYUTF17,108,qc
22975,2017,KLYUTF17_0108qc,middle,S_Fk_Koyukuk_R,4.73E-05,0,KLYUTF17,108,qc
22976,2017,KLYUTF17_0108qc,middle,Henshaw_Creek,0.00016898,0,KLYUTF17,108,qc
22977,2017,KLYUTF17_0108qc,middle,Kantishna_R,9.53E-07,0,KLYUTF17,108,qc
22978,2017,KLYUTF17_0108qc,middle,Chatanika_R,3.64E-05,0,KLYUTF17,108,qc
22979,2017,KLYUTF17_0108qc,middle,Chena_R,0.001971584,0,KLYUTF17,108,qc
22980,2017,KLYUTF17_0108qc,middle,Salcha_R,0.096722657,0,KLYUTF17,108,qc
22981,2017,KLYUTF17_0108qc,middle,Goodpaster_R,1.59E-05,0,KLYUTF17,108,qc
22982,2017,KLYUTF17_0108qc,middle,Beaver_Ck,0.324051063,0,KLYUTF17,108,qc
22983,2017,KLYUTF17_0108qc,middle,Chandalar_R,0.000411283,0,KLYUTF17,108,qc
22984,2017,KLYUTF17_0108qc,middle,Sheenjek_R,0.0019893,0,KLYUTF17,108,qc
22985,2017,KLYUTF17_0108qc,middle,Coleen_R,0.000209711,0,KLYUTF17,108,qc
22986,2017,KLYUTF17_0108qc,upper,Kandik_R,0.000130606,0,KLYUTF17,108,qc
22987,2017,KLYUTF17_0108qc,upper,Chandindu_R,0.003632463,0,KLYUTF17,108,qc
22988,2017,KLYUTF17_0108qc,upper,Klondike_R,0.004126428,0,KLYUTF17,108,qc
22989,2017,KLYUTF17_0108qc,upper,Porcupine_R,0.00194191,0,KLYUTF17,108,qc
22990,2017,KLYUTF17_0108qc,upper,Stewart_R,0.505706129,0,KLYUTF17,108,qc
22991,2017,KLYUTF17_0108qc,upper,Mayo_R,0.00025577,0,KLYUTF17,108,qc
22992,2017,KLYUTF17_0108qc,upper,Pelly_R,0.002794387,0,KLYUTF17,108,qc
22993,2017,KLYUTF17_0108qc,upper,Blind_CK,0.000868576,0,KLYUTF17,108,qc
22994,2017,KLYUTF17_0108qc,upper,Tincup_Creek,7.03E-06,0,KLYUTF17,108,qc
22995,2017,KLYUTF17_0108qc,upper,Yukon_R_Mainstem,0.000203984,0,KLYUTF17,108,qc
22996,2017,KLYUTF17_0108qc,upper,Tatchun_CK,2.87E-05,0,KLYUTF17,108,qc
22997,2017,KLYUTF17_0108qc,upper,Nordenskiold_R,0.001386911,0,KLYUTF17,108,qc
22998,2017,KLYUTF17_0108qc,upper,Little_Salmon_R,0.000219932,0,KLYUTF17,108,qc
22999,2017,KLYUTF17_0108qc,upper,Big_Salmon_R,3.47E-05,0,KLYUTF17,108,qc
23000,2017,KLYUTF17_0108qc,upper,Nisutlin_R,0.003671945,0,KLYUTF17,108,qc
23001,2017,KLYUTF17_0108qc,upper,Teslin_R,0.00967108,0,KLYUTF17,108,qc
23002,2017,KLYUTF17_0108qc,upper,Morley_R,0.038859509,0,KLYUTF17,108,qc
23003,2017,KLYUTF17_0108qc,upper,Takhini_R,4.61E-06,0,KLYUTF17,108,qc
23004,2017,KLYUTF17_0108qc,upper,Whitehorse,0.000102879,0,KLYUTF17,108,qc
23005,2017,KLYUTF17_0109,lower,Andreafsky_R,0.00052018,0,KLYUTF17,109,
23006,2017,KLYUTF17_0109,lower,Anvik_R,7.59E-05,0,KLYUTF17,109,
23007,2017,KLYUTF17_0109,lower,Nulato_R,0.003370504,0,KLYUTF17,109,
23008,2017,KLYUTF17_0109,lower,Gisasa_R,0.348819204,0,KLYUTF17,109,
23009,2017,KLYUTF17_0109,lower,Kateel_R,0.013210932,0,KLYUTF17,109,
23010,2017,KLYUTF17_0109,lower,Tozitna_R,0.064768526,0,KLYUTF17,109,
23011,2017,KLYUTF17_0109,middle,S_Fk_Koyukuk_R,2.36E-05,0,KLYUTF17,109,
23012,2017,KLYUTF17_0109,middle,Henshaw_Creek,4.52E-05,0,KLYUTF17,109,
23013,2017,KLYUTF17_0109,middle,Kantishna_R,0.078394344,0,KLYUTF17,109,
23014,2017,KLYUTF17_0109,middle,Chatanika_R,3.56E-06,0,KLYUTF17,109,
23015,2017,KLYUTF17_0109,middle,Chena_R,5.71E-05,0,KLYUTF17,109,
23016,2017,KLYUTF17_0109,middle,Salcha_R,0.010561268,0,KLYUTF17,109,
23017,2017,KLYUTF17_0109,middle,Goodpaster_R,1.65E-06,0,KLYUTF17,109,
23018,2017,KLYUTF17_0109,middle,Beaver_Ck,0.066966924,0,KLYUTF17,109,
23019,2017,KLYUTF17_0109,middle,Chandalar_R,3.82E-05,0,KLYUTF17,109,
23020,2017,KLYUTF17_0109,middle,Sheenjek_R,3.89E-05,0,KLYUTF17,109,
23021,2017,KLYUTF17_0109,middle,Coleen_R,8.37E-06,0,KLYUTF17,109,
23022,2017,KLYUTF17_0109,upper,Kandik_R,3.98E-06,0,KLYUTF17,109,
23023,2017,KLYUTF17_0109,upper,Chandindu_R,5.86E-06,0,KLYUTF17,109,
23024,2017,KLYUTF17_0109,upper,Klondike_R,6.65E-06,0,KLYUTF17,109,
23025,2017,KLYUTF17_0109,upper,Porcupine_R,0.000138315,0,KLYUTF17,109,
23026,2017,KLYUTF17_0109,upper,Stewart_R,0.097780392,0,KLYUTF17,109,
23027,2017,KLYUTF17_0109,upper,Mayo_R,0.000454658,0,KLYUTF17,109,
23028,2017,KLYUTF17_0109,upper,Pelly_R,6.52E-05,0,KLYUTF17,109,
23029,2017,KLYUTF17_0109,upper,Blind_CK,0.000201148,0,KLYUTF17,109,
23030,2017,KLYUTF17_0109,upper,Tincup_Creek,4.96E-06,0,KLYUTF17,109,
23031,2017,KLYUTF17_0109,upper,Yukon_R_Mainstem,0.00748799,0,KLYUTF17,109,
23032,2017,KLYUTF17_0109,upper,Tatchun_CK,0.010446129,0,KLYUTF17,109,
23033,2017,KLYUTF17_0109,upper,Nordenskiold_R,0.000612195,0,KLYUTF17,109,
23034,2017,KLYUTF17_0109,upper,Little_Salmon_R,0.001990437,0,KLYUTF17,109,
23035,2017,KLYUTF17_0109,upper,Big_Salmon_R,0.000447897,0,KLYUTF17,109,
23036,2017,KLYUTF17_0109,upper,Nisutlin_R,0.011526416,0,KLYUTF17,109,
23037,2017,KLYUTF17_0109,upper,Teslin_R,0.276174711,0,KLYUTF17,109,
23038,2017,KLYUTF17_0109,upper,Morley_R,0.004224473,0,KLYUTF17,109,
23039,2017,KLYUTF17_0109,upper,Takhini_R,2.89E-05,0,KLYUTF17,109,
23040,2017,KLYUTF17_0109,upper,Whitehorse,0.001495182,0,KLYUTF17,109,
23041,2017,KLYUTF17_0110,lower,Andreafsky_R,1.06E-06,0,KLYUTF17,110,
23042,2017,KLYUTF17_0110,lower,Anvik_R,8.07E-06,0,KLYUTF17,110,
23043,2017,KLYUTF17_0110,lower,Nulato_R,1.10E-05,0,KLYUTF17,110,
23044,2017,KLYUTF17_0110,lower,Gisasa_R,0.011379019,0,KLYUTF17,110,
23045,2017,KLYUTF17_0110,lower,Kateel_R,0.001345535,0,KLYUTF17,110,
23046,2017,KLYUTF17_0110,lower,Tozitna_R,0.019428332,0,KLYUTF17,110,
23047,2017,KLYUTF17_0110,middle,S_Fk_Koyukuk_R,0.001769444,0,KLYUTF17,110,
23048,2017,KLYUTF17_0110,middle,Henshaw_Creek,0.00040098,0,KLYUTF17,110,
23049,2017,KLYUTF17_0110,middle,Kantishna_R,0.00556888,0,KLYUTF17,110,
23050,2017,KLYUTF17_0110,middle,Chatanika_R,0.000163787,0,KLYUTF17,110,
23051,2017,KLYUTF17_0110,middle,Chena_R,0.001076814,0,KLYUTF17,110,
23052,2017,KLYUTF17_0110,middle,Salcha_R,0.090755298,0,KLYUTF17,110,
23053,2017,KLYUTF17_0110,middle,Goodpaster_R,0.000116816,0,KLYUTF17,110,
23054,2017,KLYUTF17_0110,middle,Beaver_Ck,0.214599272,0,KLYUTF17,110,
23055,2017,KLYUTF17_0110,middle,Chandalar_R,0.002754979,0,KLYUTF17,110,
23056,2017,KLYUTF17_0110,middle,Sheenjek_R,0.002644026,0,KLYUTF17,110,
23057,2017,KLYUTF17_0110,middle,Coleen_R,0.001193074,0,KLYUTF17,110,
23058,2017,KLYUTF17_0110,upper,Kandik_R,0.000396905,0,KLYUTF17,110,
23059,2017,KLYUTF17_0110,upper,Chandindu_R,4.92E-05,0,KLYUTF17,110,
23060,2017,KLYUTF17_0110,upper,Klondike_R,0.000117418,0,KLYUTF17,110,
23061,2017,KLYUTF17_0110,upper,Porcupine_R,0.002413221,0,KLYUTF17,110,
23062,2017,KLYUTF17_0110,upper,Stewart_R,0.549656895,0,KLYUTF17,110,
23063,2017,KLYUTF17_0110,upper,Mayo_R,0.004567246,0,KLYUTF17,110,
23064,2017,KLYUTF17_0110,upper,Pelly_R,0.000629207,0,KLYUTF17,110,
23065,2017,KLYUTF17_0110,upper,Blind_CK,0.000843822,0,KLYUTF17,110,
23066,2017,KLYUTF17_0110,upper,Tincup_Creek,0.000223043,0,KLYUTF17,110,
23067,2017,KLYUTF17_0110,upper,Yukon_R_Mainstem,0.008224817,0,KLYUTF17,110,
23068,2017,KLYUTF17_0110,upper,Tatchun_CK,0.005489557,0,KLYUTF17,110,
23069,2017,KLYUTF17_0110,upper,Nordenskiold_R,0.000490182,0,KLYUTF17,110,
23070,2017,KLYUTF17_0110,upper,Little_Salmon_R,0.001329593,0,KLYUTF17,110,
23071,2017,KLYUTF17_0110,upper,Big_Salmon_R,0.000296537,0,KLYUTF17,110,
23072,2017,KLYUTF17_0110,upper,Nisutlin_R,0.000662651,0,KLYUTF17,110,
23073,2017,KLYUTF17_0110,upper,Teslin_R,0.06221664,0,KLYUTF17,110,
23074,2017,KLYUTF17_0110,upper,Morley_R,0.00088447,0,KLYUTF17,110,
23075,2017,KLYUTF17_0110,upper,Takhini_R,0.00017212,0,KLYUTF17,110,
23076,2017,KLYUTF17_0110,upper,Whitehorse,0.008120069,0,KLYUTF17,110,
23077,2017,KLYUTF17_0112,lower,Andreafsky_R,1.29E-05,0,KLYUTF17,112,
23078,2017,KLYUTF17_0112,lower,Anvik_R,5.09E-05,0,KLYUTF17,112,
23079,2017,KLYUTF17_0112,lower,Nulato_R,1.85E-05,0,KLYUTF17,112,
23080,2017,KLYUTF17_0112,lower,Gisasa_R,0.094175206,0,KLYUTF17,112,
23081,2017,KLYUTF17_0112,lower,Kateel_R,0.001018901,0,KLYUTF17,112,
23082,2017,KLYUTF17_0112,lower,Tozitna_R,0.018153826,0,KLYUTF17,112,
23083,2017,KLYUTF17_0112,middle,S_Fk_Koyukuk_R,9.25E-07,0,KLYUTF17,112,
23084,2017,KLYUTF17_0112,middle,Henshaw_Creek,1.89E-06,0,KLYUTF17,112,
23085,2017,KLYUTF17_0112,middle,Kantishna_R,0.060185585,0,KLYUTF17,112,
23086,2017,KLYUTF17_0112,middle,Chatanika_R,1.34E-05,0,KLYUTF17,112,
23087,2017,KLYUTF17_0112,middle,Chena_R,1.04E-05,0,KLYUTF17,112,
23088,2017,KLYUTF17_0112,middle,Salcha_R,0.003450083,0,KLYUTF17,112,
23089,2017,KLYUTF17_0112,middle,Goodpaster_R,9.92E-07,0,KLYUTF17,112,
23090,2017,KLYUTF17_0112,middle,Beaver_Ck,0.032303116,0,KLYUTF17,112,
23091,2017,KLYUTF17_0112,middle,Chandalar_R,9.55E-05,0,KLYUTF17,112,
23092,2017,KLYUTF17_0112,middle,Sheenjek_R,0.001001395,0,KLYUTF17,112,
23093,2017,KLYUTF17_0112,middle,Coleen_R,0.000201078,0,KLYUTF17,112,
23094,2017,KLYUTF17_0112,upper,Kandik_R,0.00022253,0,KLYUTF17,112,
23095,2017,KLYUTF17_0112,upper,Chandindu_R,0.000124455,0,KLYUTF17,112,
23096,2017,KLYUTF17_0112,upper,Klondike_R,0.000152298,0,KLYUTF17,112,
23097,2017,KLYUTF17_0112,upper,Porcupine_R,0.002449496,0,KLYUTF17,112,
23098,2017,KLYUTF17_0112,upper,Stewart_R,0.342631274,0,KLYUTF17,112,
23099,2017,KLYUTF17_0112,upper,Mayo_R,0.003966746,0,KLYUTF17,112,
23100,2017,KLYUTF17_0112,upper,Pelly_R,0.000316517,0,KLYUTF17,112,
23101,2017,KLYUTF17_0112,upper,Blind_CK,0.00052329,0,KLYUTF17,112,
23102,2017,KLYUTF17_0112,upper,Tincup_Creek,0.000179003,0,KLYUTF17,112,
23103,2017,KLYUTF17_0112,upper,Yukon_R_Mainstem,0.010826679,0,KLYUTF17,112,
23104,2017,KLYUTF17_0112,upper,Tatchun_CK,0.01186174,0,KLYUTF17,112,
23105,2017,KLYUTF17_0112,upper,Nordenskiold_R,8.76E-05,0,KLYUTF17,112,
23106,2017,KLYUTF17_0112,upper,Little_Salmon_R,0.000949714,0,KLYUTF17,112,
23107,2017,KLYUTF17_0112,upper,Big_Salmon_R,0.000265314,0,KLYUTF17,112,
23108,2017,KLYUTF17_0112,upper,Nisutlin_R,0.000794166,0,KLYUTF17,112,
23109,2017,KLYUTF17_0112,upper,Teslin_R,0.405113488,0,KLYUTF17,112,
23110,2017,KLYUTF17_0112,upper,Morley_R,0.003637175,0,KLYUTF17,112,
23111,2017,KLYUTF17_0112,upper,Takhini_R,0.000301931,0,KLYUTF17,112,
23112,2017,KLYUTF17_0112,upper,Whitehorse,0.004902076,0,KLYUTF17,112,
23113,2017,KLYUTF17_0116,lower,Andreafsky_R,6.41E-05,0,KLYUTF17,116,
23114,2017,KLYUTF17_0116,lower,Anvik_R,0.000172761,0,KLYUTF17,116,
23115,2017,KLYUTF17_0116,lower,Nulato_R,0.000400128,0,KLYUTF17,116,
23116,2017,KLYUTF17_0116,lower,Gisasa_R,0.154417661,0,KLYUTF17,116,
23117,2017,KLYUTF17_0116,lower,Kateel_R,0.002336855,0,KLYUTF17,116,
23118,2017,KLYUTF17_0116,lower,Tozitna_R,0.022504337,0,KLYUTF17,116,
23119,2017,KLYUTF17_0116,middle,S_Fk_Koyukuk_R,2.27E-05,0,KLYUTF17,116,
23120,2017,KLYUTF17_0116,middle,Henshaw_Creek,1.18E-05,0,KLYUTF17,116,
23121,2017,KLYUTF17_0116,middle,Kantishna_R,0.004828769,0,KLYUTF17,116,
23122,2017,KLYUTF17_0116,middle,Chatanika_R,2.38E-06,0,KLYUTF17,116,
23123,2017,KLYUTF17_0116,middle,Chena_R,3.32E-06,0,KLYUTF17,116,
23124,2017,KLYUTF17_0116,middle,Salcha_R,0.001606705,0,KLYUTF17,116,
23125,2017,KLYUTF17_0116,middle,Goodpaster_R,2.93E-07,0,KLYUTF17,116,
23126,2017,KLYUTF17_0116,middle,Beaver_Ck,0.000125804,0,KLYUTF17,116,
